時間,縣市,觀測站名,氣溫(℃),最低氣溫(℃),相對溼度(%),風速(m/s),降水量(mm),地區碼
2005/4/28,新北市,板橋,23.7,21.2,82,0.5,7.5,220
2005/4/29,新北市,板橋,25.8,21.2,77,1.1,0,220
2005/4/30,新北市,板橋,27.9,22.3,69,2.1,0,220
2005/5/1,新北市,板橋,28.8,22.8,58,3.4,4.4,220
2005/5/2,新北市,板橋,26.5,22.8,74,2.3,33,220
2005/5/3,新北市,板橋,24.8,23.1,80,1.1,30,220
2005/5/4,新北市,板橋,26.6,22.6,74,1.3,0,220
2005/5/5,新北市,板橋,28.4,24.2,65,2.1,0,220
2005/5/6,新北市,板橋,24.2,20.7,74,1.5,15.4,220
2005/5/7,新北市,板橋,22.4,19.6,71,2.5,4.5,220
2005/5/8,新北市,板橋,26.2,22.6,70,1.9,1.4,220
2005/5/9,新北市,板橋,24.1,21.3,80,1.2,46.4,220
2005/5/10,新北市,板橋,22.3,21.5,87,0.8,75.6,220
2005/5/11,新北市,板橋,24.3,21.1,80,0.7,44.2,220
2005/5/12,新北市,板橋,23.7,23,86,0.9,66.9,220
2005/5/13,新北市,板橋,23.9,22.6,86,0.9,44,220
2005/5/14,新北市,板橋,24.5,22.7,84,1,30.7,220
2005/5/15,新北市,板橋,24.5,23.7,91,0.9,119.6,220
2005/5/16,新北市,板橋,26.9,23.6,82,0.9,32.4,220
2005/5/17,新北市,板橋,29,24.2,73,1.7,0,220
2005/5/18,新北市,板橋,28.8,25.4,73,2.8,0,220
2005/5/19,新北市,板橋,24.6,22.7,78,4.3,0,220
2005/5/20,新北市,板橋,24.7,22.8,79,3.8,0,220
2005/5/21,新北市,板橋,27.3,23.6,76,1.4,0,220
2005/5/22,新北市,板橋,29,24,71,1.9,0,220
2005/5/23,新北市,板橋,28.7,26,73,1.4,0,220
2005/5/24,新北市,板橋,25.2,23.7,84,1.5,26.1,220
2005/5/25,新北市,板橋,24.7,23.8,80,3.4,8.7,220
2005/5/26,新北市,板橋,25.5,24,74,3.5,0,220
2005/5/27,新北市,板橋,26.4,23.3,75,1.2,0,220
2005/5/28,新北市,板橋,25.5,24.3,80,2.3,2.8,220
2005/5/29,新北市,板橋,25.4,23.6,77,3.9,6.6,220
2005/5/30,新北市,板橋,26.6,23.4,69,4.5,1.5,220
2005/5/31,新北市,板橋,27.7,24.4,70,1.2,0,220
2005/6/1,新北市,板橋,27.9,24,74,1.1,0.2,220
2005/6/2,新北市,板橋,28.4,25.9,75,1.9,0.1,220
2005/6/3,新北市,板橋,26,24.1,88,0.9,36.5,220
2005/6/4,新北市,板橋,26.5,22.6,71,3.1,0,220
2005/6/5,新北市,板橋,26.3,22.5,61,4.1,0,220
2005/6/6,新北市,板橋,25.6,21.2,66,4.2,0,220
2005/6/7,新北市,板橋,27.4,23.6,64,3.6,0,220
2005/6/8,新北市,板橋,27.2,23.9,67,2.9,0,220
2005/6/9,新北市,板橋,28.9,25.1,67,1.3,0,220
2005/6/10,新北市,板橋,28,24.7,76,1.2,19.8,220
2005/6/11,新北市,板橋,28.4,25.7,80,1.5,2.2,220
2005/6/12,新北市,板橋,27.3,26.5,86,1.4,7.8,220
2005/6/13,新北市,板橋,26.9,24.8,88,1.3,108.9,220
2005/6/14,新北市,板橋,26.9,24.9,88,1,5.7,220
2005/6/15,新北市,板橋,26.9,25.2,86,1.5,9,220
2005/6/16,新北市,板橋,24.9,23.1,88,1.6,38.1,220
2005/6/17,新北市,板橋,26.4,23.6,85,0.8,0.5,220
2005/6/18,新北市,板橋,28.4,25,76,1.8,0.5,220
2005/6/19,新北市,板橋,28.8,25.6,70,1.9,0,220
2005/6/20,新北市,板橋,29.9,25,68,2.2,0,220
2005/6/21,新北市,板橋,29.9,26.5,69,2.3,0,220
2005/6/22,新北市,板橋,29.9,25.7,69,1.7,0,220
2005/6/23,新北市,板橋,28,26.4,78,1.1,8,220
2005/6/24,新北市,板橋,28,25.5,77,1.4,25.6,220
2005/6/25,新北市,板橋,28.3,25.1,75,0.9,0.2,220
2005/6/26,新北市,板橋,27.7,24.5,81,1.2,61,220
2005/6/27,新北市,板橋,27,25.2,87,1,84.5,220
2005/6/28,新北市,板橋,27.6,24.4,81,1.3,0.3,220
2005/6/29,新北市,板橋,27.7,25,80,1.2,4.1,220
2005/6/30,新北市,板橋,28.6,24,76,1.4,0.2,220
2005/7/1,新北市,板橋,28.5,25,76,1.3,1.5,220
2005/7/2,新北市,板橋,28.6,24.2,76,1.2,0.1,220
2005/7/3,新北市,板橋,29.8,25.6,76,2,0,220
2005/7/4,新北市,板橋,30.7,26.3,73,1.7,0.7,220
2005/7/5,新北市,板橋,30.7,26.4,72,2.1,0,220
2005/7/6,新北市,板橋,30.6,26.2,71,1.6,0,220
2005/7/7,新北市,板橋,28.7,25.9,82,1.2,59,220
2005/7/8,新北市,板橋,28,25.2,84,1,33.8,220
2005/7/9,新北市,板橋,28.8,24.5,77,1.3,0,220
2005/7/10,新北市,板橋,30,25.9,71,1.5,0,220
2005/7/11,新北市,板橋,30.4,26.4,73,1.9,0,220
2005/7/12,新北市,板橋,31,27.3,73,1.8,0,220
2005/7/13,新北市,板橋,30.2,26.9,73,1.2,0.2,220
2005/7/14,新北市,板橋,29.7,26.8,73,1.3,0,220
2005/7/15,新北市,板橋,30.7,26,67,2.4,0,220
2005/7/16,新北市,板橋,30.9,28.3,67,4.3,0,220
2005/7/17,新北市,板橋,28.3,24.2,78,4.4,74.5,220
2005/7/18,新北市,板橋,26.6,24.3,90,7.1,88.7,220
2005/7/19,新北市,板橋,26,24.9,88,1,30.1,220
2005/7/20,新北市,板橋,28.1,25,81,1.1,2.8,220
2005/7/21,新北市,板橋,27.4,25.1,82,1.1,11.8,220
2005/7/22,新北市,板橋,28.6,24.3,76,1.3,0,220
2005/7/23,新北市,板橋,29.1,24.4,71,2.4,0,220
2005/7/24,新北市,板橋,28.4,23.8,67,2.4,0,220
2005/7/25,新北市,板橋,28.4,22.9,69,1.7,0,220
2005/7/26,新北市,板橋,29.6,26.6,69,1.3,0,220
2005/7/27,新北市,板橋,29,26.1,73,1.2,0,220
2005/7/28,新北市,板橋,29.9,25.7,68,1.4,0,220
2005/7/29,新北市,板橋,29.4,25.8,71,1.4,0,220
2005/7/30,新北市,板橋,30.4,26.6,68,1.3,0,220
2005/7/31,新北市,板橋,30,27.3,74,1.2,1.2,220
2005/8/1,新北市,板橋,30.3,25.6,71,1.5,0,220
2005/8/2,新北市,板橋,30.6,26.3,69,1.7,0,220
2005/8/3,新北市,板橋,30.2,26,71,2.6,0,220
2005/8/4,新北市,板橋,27.8,25.2,83,3.3,148.5,220
2005/8/5,新北市,板橋,26.5,25.2,87,6.7,154.5,220
2005/8/6,新北市,板橋,31,26.9,70,2.9,0,220
2005/8/7,新北市,板橋,28.7,25.7,80,1.1,2.5,220
2005/8/8,新北市,板橋,28.7,25.3,81,1.1,0.2,220
2005/8/9,新北市,板橋,29.5,25.6,77,1.2,0,220
2005/8/10,新北市,板橋,30.4,27.4,72,1.9,0,220
2005/8/11,新北市,板橋,30.4,25.9,68,4.4,0,220
2005/8/12,新北市,板橋,28.5,27.3,76,6,8,220
2005/8/13,新北市,板橋,29,27.1,79,2.4,1.7,220
2005/8/14,新北市,板橋,28.5,25,78,1.7,1.5,220
2005/8/15,新北市,板橋,27.7,24.5,81,1.1,6.2,220
2005/8/16,新北市,板橋,28.5,23.8,76,1.1,0,220
2005/8/17,新北市,板橋,27.8,25,80,1,6.3,220
2005/8/18,新北市,板橋,26.6,23.4,83,1,64.5,220
2005/8/19,新北市,板橋,26.9,23.7,82,1.2,1.6,220
2005/8/20,新北市,板橋,27.2,24.2,80,1.3,12.2,220
2005/8/21,新北市,板橋,26.7,24.3,84,0.9,11,220
2005/8/22,新北市,板橋,27.2,24.3,85,1.2,5.4,220
2005/8/23,新北市,板橋,28.6,25.5,82,1.5,0,220
2005/8/24,新北市,板橋,28.3,25.7,82,1.1,5,220
2005/8/25,新北市,板橋,26.4,24.4,89,1,15.5,220
2005/8/26,新北市,板橋,28.4,23.4,80,1,5,220
2005/8/27,新北市,板橋,28.4,25.5,82,1,6.2,220
2005/8/28,新北市,板橋,29.1,24.6,76,1.3,0,220
2005/8/29,新北市,板橋,29,26.1,78,1.4,0,220
2005/8/30,新北市,板橋,29,25.8,76,1.1,0,220
2005/8/31,新北市,板橋,27.3,25.5,83,3.8,86,220
2005/9/1,新北市,板橋,28.1,25.8,80,4.1,38.5,220
2005/9/2,新北市,板橋,29,24.4,72,2.1,0,220
2005/9/3,新北市,板橋,29.6,26.6,70,3.9,0,220
2005/9/4,新北市,板橋,28.2,24.8,76,1.8,0,220
2005/9/5,新北市,板橋,28.1,24.7,72,1.8,0.3,220
2005/9/6,新北市,板橋,27,23,68,1.6,0,220
2005/9/7,新北市,板橋,27.1,22.6,63,3.2,0,220
2005/9/8,新北市,板橋,27.1,23,67,3.7,0,220
2005/9/9,新北市,板橋,27.6,24.7,71,3.6,0,220
2005/9/10,新北市,板橋,26.3,23.7,82,1.8,11.5,220
2005/9/11,新北市,板橋,27.8,24.4,80,2.2,19.8,220
2005/9/12,新北市,板橋,28.6,25,79,1.1,0.1,220
2005/9/13,新北市,板橋,29.6,25,73,2.3,0,220
2005/9/14,新北市,板橋,30.1,27.1,67,3.8,0,220
2005/9/15,新北市,板橋,30.3,26.2,65,3.4,0,220
2005/9/16,新北市,板橋,30,25.3,64,3.2,0,220
2005/9/17,新北市,板橋,29.9,24.9,66,2.2,0,220
2005/9/18,新北市,板橋,29.9,25.7,68,2.1,0,220
2005/9/19,新北市,板橋,30,25.5,64,4,0,220
2005/9/20,新北市,板橋,29.6,24.5,62,4.1,0,220
2005/9/21,新北市,板橋,29.7,27,63,4.4,0,220
2005/9/22,新北市,板橋,26.9,25.5,86,3.8,63.6,220
2005/9/23,新北市,板橋,27.5,24.4,81,4.1,45.3,220
2005/9/24,新北市,板橋,27.1,24.2,78,4.5,26.8,220
2005/9/25,新北市,板橋,27.2,24,79,3.6,3,220
2005/9/26,新北市,板橋,27.6,25.8,73,3.8,0,220
2005/9/27,新北市,板橋,27.4,25.7,70,3.9,0,220
2005/9/28,新北市,板橋,27.6,25.2,75,4.1,0,220
2005/9/29,新北市,板橋,27.6,24.9,70,3.5,0,220
2005/9/30,新北市,板橋,27.6,23.9,74,3.4,0,220
2005/10/1,新北市,板橋,27.3,24.5,78,2.2,1.8,220
2005/10/2,新北市,板橋,27.5,24.4,78,6.7,65.9,220
2005/10/3,新北市,板橋,28.3,24.4,78,1.6,0,220
2005/10/4,新北市,板橋,28.4,24.2,74,1.8,0,220
2005/10/5,新北市,板橋,29.5,26.6,69,3.9,0,220
2005/10/6,新北市,板橋,29.5,26.5,70,4.1,0,220
2005/10/7,新北市,板橋,28.3,26.8,76,4.1,0,220
2005/10/8,新北市,板橋,24.4,23.3,89,3.9,63,220
2005/10/9,新北市,板橋,23.6,22.8,83,3.7,11.9,220
2005/10/10,新北市,板橋,25.2,22.5,84,3.4,6,220
2005/10/11,新北市,板橋,25.6,23.5,70,3.6,0,220
2005/10/12,新北市,板橋,25.4,23.6,81,2.4,2.5,220
2005/10/13,新北市,板橋,25.9,23.6,85,2.5,1.2,220
2005/10/14,新北市,板橋,25.1,21.9,78,1.8,0.6,220
2005/10/15,新北市,板橋,23.9,21.5,73,1.6,0,220
2005/10/16,新北市,板橋,23.1,20.6,69,2.6,0,220
2005/10/17,新北市,板橋,23.4,19.3,67,3.3,0,220
2005/10/18,新北市,板橋,23.5,20.3,68,3.7,0,220
2005/10/19,新北市,板橋,23.9,22.6,70,3.6,0.5,220
2005/10/20,新北市,板橋,23.2,21.2,84,2.1,1.7,220
2005/10/21,新北市,板橋,23.3,21.4,83,1.9,0.2,220
2005/10/22,新北市,板橋,20.8,20,82,2.7,1,220
2005/10/23,新北市,板橋,20.3,18.9,78,2.7,0.2,220
2005/10/24,新北市,板橋,20.3,18.5,86,2.9,1.6,220
2005/10/25,新北市,板橋,21.8,20.4,93,1.2,3.3,220
2005/10/26,新北市,板橋,23.4,21.5,89,2,0.2,220
2005/10/27,新北市,板橋,25.6,22.5,83,2.7,1.6,220
2005/10/28,新北市,板橋,26.7,21.7,78,2.9,1.1,220
2005/10/29,新北市,板橋,22.9,20.7,86,1.6,2,220
2005/10/30,新北市,板橋,20.4,19.4,83,2.9,1.2,220
2005/10/31,新北市,板橋,20.8,19.2,69,3.8,1.4,220
2005/11/1,新北市,板橋,24,20.6,71,4.5,0,220
2005/11/2,新北市,板橋,25.9,22.8,68,3.5,0,220
2005/11/3,新北市,板橋,26.4,22,68,3,0,220
2005/11/4,新北市,板橋,26.3,21.5,73,1.2,0,220
2005/11/5,新北市,板橋,25.9,22.1,78,1.1,0,220
2005/11/6,新北市,板橋,26.2,21.6,78,1.8,0,220
2005/11/7,新北市,板橋,26.4,23,79,1.3,0,220
2005/11/8,新北市,板橋,25.7,23.2,81,1.8,0,220
2005/11/9,新北市,板橋,25.5,22,82,1.5,0,220
2005/11/10,新北市,板橋,25.6,22.1,81,0.7,0,220
2005/11/11,新北市,板橋,26.2,21.7,76,1,0,220
2005/11/12,新北市,板橋,26,23.7,74,3.7,0,220
2005/11/13,新北市,板橋,25.4,21.9,81,1.3,0.5,220
2005/11/14,新北市,板橋,24.3,21.7,80,3.2,0.8,220
2005/11/15,新北市,板橋,19.8,18.6,89,3.5,13.9,220
2005/11/16,新北市,板橋,19.2,18.3,79,3.4,0,220
2005/11/17,新北市,板橋,19.1,18,77,3.6,0,220
2005/11/18,新北市,板橋,19.2,17.9,73,3.6,0,220
2005/11/19,新北市,板橋,20,18.3,68,3.1,0,220
2005/11/20,新北市,板橋,18.8,17.5,79,2.8,0.8,220
2005/11/21,新北市,板橋,18,15.9,73,3.4,2.5,220
2005/11/22,新北市,板橋,18,16,90,3.1,10.2,220
2005/11/23,新北市,板橋,19.8,18.9,91,2.7,5.3,220
2005/11/24,新北市,板橋,20.3,19.1,75,3.4,0,220
2005/11/25,新北市,板橋,21.1,18.3,73,3.2,0,220
2005/11/26,新北市,板橋,20.9,16,78,1.7,0,220
2005/11/27,新北市,板橋,22.3,18.8,79,2.9,0,220
2005/11/28,新北市,板橋,22.6,17.6,70,1.5,0,220
2005/11/29,新北市,板橋,19.8,18.2,70,3.9,0,220
2005/11/30,新北市,板橋,20.5,18.3,72,3.5,0,220
2005/12/1,新北市,板橋,21,16.2,80,1.3,0,220
2005/12/2,新北市,板橋,20.5,15.8,82,2.5,0,220
2005/12/3,新北市,板橋,21.3,19.8,80,1.9,1.2,220
2005/12/4,新北市,板橋,15.5,14.2,75,3.8,6.2,220
2005/12/5,新北市,板橋,12.5,10.8,62,4.2,0,220
2005/12/6,新北市,板橋,12.1,11.4,83,1.8,1,220
2005/12/7,新北市,板橋,14.1,12.7,95,2.4,4.1,220
2005/12/8,新北市,板橋,15.8,14.5,91,3,0.8,220
2005/12/9,新北市,板橋,19.4,17.1,85,1.7,0.1,220
2005/12/10,新北市,板橋,19.2,18,89,0.7,0.6,220
2005/12/11,新北市,板橋,16.6,14.2,95,0.9,20.2,220
2005/12/12,新北市,板橋,13.9,13.3,81,3.1,1,220
2005/12/13,新北市,板橋,13.5,12.3,76,3.8,4.6,220
2005/12/14,新北市,板橋,11.9,11,91,2.5,5.5,220
2005/12/15,新北市,板橋,12.4,10.3,68,3.3,0.5,220
2005/12/16,新北市,板橋,13.8,9.8,65,4.3,0,220
2005/12/17,新北市,板橋,13.4,10.6,64,3.5,0,220
2005/12/18,新北市,板橋,13,10.9,66,3.8,0,220
2005/12/19,新北市,板橋,16.3,12.8,81,3.1,0,220
2005/12/20,新北市,板橋,18.6,16,77,2.9,0.5,220
2005/12/21,新北市,板橋,12.9,9.1,80,1.4,4,220
2005/12/22,新北市,板橋,10.4,7.8,60,2,0,220
2005/12/23,新北市,板橋,12.7,7.3,67,1.3,0,220
2005/12/24,新北市,板橋,15.7,7.7,74,1.9,0,220
2005/12/25,新北市,板橋,17.3,14.5,79,0.6,0,220
2005/12/26,新北市,板橋,16.2,13.2,84,2.7,0.2,220
2005/12/27,新北市,板橋,16.6,16,83,4.7,0,220
2005/12/28,新北市,板橋,19.4,16.4,86,2.3,3.8,220
2005/12/29,新北市,板橋,19.5,17.6,92,0.9,1.2,220
2005/12/30,新北市,板橋,21.1,18.5,91,1.6,4.1,220
2005/12/31,新北市,板橋,19.2,17.9,90,1.7,7.1,220
2006/1/1,新北市,板橋,19.6,17.5,80,1.9,0,220
2006/1/2,新北市,板橋,18.1,17.1,73,2.7,0,220
2006/1/3,新北市,板橋,18.7,15.8,72,2.9,0,220
2006/1/4,新北市,板橋,18.1,13.2,82,0.4,0,220
2006/1/5,新北市,板橋,14.6,12.1,84,3.3,2.2,220
2006/1/6,新北市,板橋,9.9,8.2,91,1.1,7.9,220
2006/1/7,新北市,板橋,8.9,8,87,2,1.4,220
2006/1/8,新北市,板橋,13.4,10.1,82,2.2,2.2,220
2006/1/9,新北市,板橋,15.3,13.3,83,2,7.9,220
2006/1/10,新北市,板橋,17.8,14,80,3.2,0.7,220
2006/1/11,新北市,板橋,19.5,18.3,84,4.1,2,220
2006/1/12,新北市,板橋,20.8,18.5,91,1.2,1.1,220
2006/1/13,新北市,板橋,19.6,16.8,88,1.5,0,220
2006/1/14,新北市,板橋,19.7,14,84,1.6,0,220
2006/1/15,新北市,板橋,20.8,17.4,84,0.7,0,220
2006/1/16,新北市,板橋,20.9,18.3,90,1.5,0.6,220
2006/1/17,新北市,板橋,20.6,18.8,89,4.2,0.2,220
2006/1/18,新北市,板橋,22.3,18.9,88,1.2,0.8,220
2006/1/19,新北市,板橋,19.8,17.7,91,1.1,5.5,220
2006/1/20,新北市,板橋,17.2,15.8,94,1.1,1.1,220
2006/1/21,新北市,板橋,15.1,13.4,93,2,5.3,220
2006/1/22,新北市,板橋,13,12.4,97,3.2,24.7,220
2006/1/23,新北市,板橋,13.4,12,90,4.1,5.1,220
2006/1/24,新北市,板橋,14.5,13.1,90,4.2,1.3,220
2006/1/25,新北市,板橋,16.3,14.8,91,2.9,7.4,220
2006/1/26,新北市,板橋,15.1,14.3,89,2.8,0,220
2006/1/27,新北市,板橋,15.3,14.2,86,3.9,0,220
2006/1/28,新北市,板橋,17.8,15.8,89,2.1,13.2,220
2006/1/29,新北市,板橋,17.1,15.9,96,0.7,6.3,220
2006/1/30,新北市,板橋,20.5,16.5,85,1,0,220
2006/1/31,新北市,板橋,18.7,16.8,88,1,1,220
2006/2/1,新北市,板橋,17.3,16.2,77,3.3,0,220
2006/2/2,新北市,板橋,19.8,16.2,70,2.7,0,220
2006/2/3,新北市,板橋,16.7,14,82,3.4,nan,220
2006/2/4,新北市,板橋,13.2,12.4,82,4.9,nan,220
2006/2/5,新北市,板橋,17.2,13,77,3.2,0,220
2006/2/6,新北市,板橋,17.7,14.5,77,1.1,0,220
2006/2/7,新北市,板橋,16.3,15.3,72,3.9,0,220
2006/2/8,新北市,板橋,14.3,12.8,67,6,0,220
2006/2/9,新北市,板橋,13.8,12.7,74,4.5,0,220
2006/2/10,新北市,板橋,14.7,13.5,88,0.9,0,220
2006/2/11,新北市,板橋,16.8,13.6,80,1,0,220
2006/2/12,新北市,板橋,17.9,14.6,65,4.4,0,220
2006/2/13,新北市,板橋,19.6,17.3,69,1.7,0,220
2006/2/14,新北市,板橋,20.7,16.2,77,0.5,2.3,220
2006/2/15,新北市,板橋,22.6,18.7,81,0.3,0.8,220
2006/2/16,新北市,板橋,18.8,14.2,86,1,0.2,220
2006/2/17,新北市,板橋,14.8,13.9,82,3.9,6.2,220
2006/2/18,新北市,板橋,17.1,14.6,87,3.8,19.6,220
2006/2/19,新北市,板橋,15.6,13.9,93,1.1,13.4,220
2006/2/20,新北市,板橋,17.1,14.6,89,1.8,0.7,220
2006/2/21,新北市,板橋,20.9,15.1,80,1.9,0,220
