時間,縣市,觀測站名,氣溫(℃),最低氣溫(℃),相對溼度(%),風速(m/s),降水量(mm),地區碼
2005/5/4,臺北市,臺北,27.3,23.4,77,1.2,0,109
2005/5/5,臺北市,臺北,29.1,25,68,2.3,0,109
2005/5/6,臺北市,臺北,25,20.9,77,2,15.4,109
2005/5/7,臺北市,臺北,22.6,20.2,74,2.9,1,109
2005/5/8,臺北市,臺北,26.5,22.4,73,1.9,1.2,109
2005/5/9,臺北市,臺北,24.6,21.8,85,1.8,37.6,109
2005/5/10,臺北市,臺北,22.8,21.9,92,1.3,66.4,109
2005/5/11,臺北市,臺北,24.9,21.9,85,0.7,42.5,109
2005/5/12,臺北市,臺北,24.1,23.4,93,1.3,69.2,109
2005/5/13,臺北市,臺北,24.4,23,93,0.9,45.7,109
2005/5/14,臺北市,臺北,24.4,23.2,92,1.3,35,109
2005/5/15,臺北市,臺北,24.7,23.6,95,1.1,162,109
2005/5/16,臺北市,臺北,27.2,23.9,83,1.3,0,109
2005/5/17,臺北市,臺北,29.1,24.5,75,1.6,0,109
2005/5/18,臺北市,臺北,29.3,25.7,74,3.1,0,109
2005/5/19,臺北市,臺北,24.6,22.9,82,5.4,0,109
2005/5/20,臺北市,臺北,24.8,22.8,82,4.4,0,109
2005/5/21,臺北市,臺北,27.7,23.9,77,1.4,0,109
2005/5/22,臺北市,臺北,29.5,25.4,72,2.1,0,109
2005/5/23,臺北市,臺北,29.1,27,74,1.7,0,109
2005/5/24,臺北市,臺北,25.7,24.1,87,1.5,21.2,109
2005/5/25,臺北市,臺北,24.8,24.2,83,3.7,0.3,109
2005/5/26,臺北市,臺北,25.5,24,79,3.7,0,109
2005/5/27,臺北市,臺北,27.2,24.4,76,1.7,0,109
2005/5/28,臺北市,臺北,25.9,25,82,2.3,0.5,109
2005/5/29,臺北市,臺北,25.7,23.7,80,3.6,7.5,109
2005/5/30,臺北市,臺北,26.9,23.9,70,4.2,2,109
2005/5/31,臺北市,臺北,28.2,25.7,69,1.6,0,109
2005/6/1,臺北市,臺北,28.7,25.3,72,1.3,0,109
2005/6/2,臺北市,臺北,29.2,26.4,72,2.1,21.1,109
2005/6/3,臺北市,臺北,26.7,24.5,86,1.3,63.4,109
2005/6/4,臺北市,臺北,26.6,23.7,71,3.3,0,109
2005/6/5,臺北市,臺北,26.4,22.9,63,4,0,109
2005/6/6,臺北市,臺北,25.7,22.8,68,4.5,0,109
2005/6/7,臺北市,臺北,27.4,24.2,65,3.9,0,109
2005/6/8,臺北市,臺北,27.6,25,69,3.6,0,109
2005/6/9,臺北市,臺北,29.3,25.8,68,2.2,0,109
2005/6/10,臺北市,臺北,28.7,26,74,1.4,17.5,109
2005/6/11,臺北市,臺北,28.5,26,81,1.4,22,109
2005/6/12,臺北市,臺北,27.8,26.7,86,2,1.5,109
2005/6/13,臺北市,臺北,27.5,25.2,87,1.7,81.5,109
2005/6/14,臺北市,臺北,27.3,25.3,88,1.4,5,109
2005/6/15,臺北市,臺北,27.5,26.1,87,2.4,10.7,109
2005/6/16,臺北市,臺北,25.3,23.1,88,2.3,42.1,109
2005/6/17,臺北市,臺北,26.7,24.2,86,1.1,2.9,109
2005/6/18,臺北市,臺北,28.9,25.6,74,1.9,0.3,109
2005/6/19,臺北市,臺北,29.2,26.2,72,2,0,109
2005/6/20,臺北市,臺北,30.6,26.4,67,2.3,0,109
2005/6/21,臺北市,臺北,30.7,27.5,68,2.2,0,109
2005/6/22,臺北市,臺北,30.4,27,69,2,0,109
2005/6/23,臺北市,臺北,28.8,26.8,77,1.4,12,109
2005/6/24,臺北市,臺北,28.6,26.6,76,1.4,4.9,109
2005/6/25,臺北市,臺北,29.2,26.6,72,1.2,0.2,109
2005/6/26,臺北市,臺北,28.9,26.1,77,1.4,3.3,109
2005/6/27,臺北市,臺北,28,25.7,85,1.1,14,109
2005/6/28,臺北市,臺北,28.3,25.2,81,1.4,11.1,109
2005/6/29,臺北市,臺北,28.2,25.4,82,1.1,8.3,109
2005/6/30,臺北市,臺北,29.1,25.3,75,1.9,0.6,109
2005/7/1,臺北市,臺北,29,26,75,1.9,7.5,109
2005/7/2,臺北市,臺北,28.8,25.4,79,1.6,11.5,109
2005/7/3,臺北市,臺北,29.9,25.9,78,1.8,0,109
2005/7/4,臺北市,臺北,31.1,27.5,74,1.8,1.4,109
2005/7/5,臺北市,臺北,31.6,27.8,68,2.2,0,109
2005/7/6,臺北市,臺北,31.2,27.4,70,2,0,109
2005/7/7,臺北市,臺北,29.7,27.5,79,1.7,7.1,109
2005/7/8,臺北市,臺北,28.7,25.7,83,1.4,10.8,109
2005/7/9,臺北市,臺北,29,25.3,78,1.8,6.7,109
2005/7/10,臺北市,臺北,30.3,26.9,73,1.5,0,109
2005/7/11,臺北市,臺北,30.9,27.3,73,1.7,0,109
2005/7/12,臺北市,臺北,31.2,28.3,74,1.6,0,109
2005/7/13,臺北市,臺北,30.6,27.9,71,2.3,0,109
2005/7/14,臺北市,臺北,30.4,27.4,70,1.9,0,109
2005/7/15,臺北市,臺北,31.4,26.9,63,3,0,109
2005/7/16,臺北市,臺北,30.8,28.8,70,4.2,0,109
2005/7/17,臺北市,臺北,28.6,24.5,81,4.6,85.6,109
2005/7/18,臺北市,臺北,27.5,25.8,86,7.8,127.3,109
2005/7/19,臺北市,臺北,26.8,25.5,88,1.9,22.4,109
2005/7/20,臺北市,臺北,28.4,25.4,82,1.5,1.8,109
2005/7/21,臺北市,臺北,28.1,26.4,80,1.6,9,109
2005/7/22,臺北市,臺北,29.8,25.7,71,1.8,0,109
2005/7/23,臺北市,臺北,29.4,25.9,72,3.3,0,109
2005/7/24,臺北市,臺北,28.7,25,70,2.8,0,109
2005/7/25,臺北市,臺北,28.7,23.7,68,2.4,0,109
2005/7/26,臺北市,臺北,30.3,27.3,69,1.5,0,109
2005/7/27,臺北市,臺北,29.7,27.1,71,1.6,0,109
2005/7/28,臺北市,臺北,30.5,26.7,67,2,0,109
2005/7/29,臺北市,臺北,30.5,27.7,68,1.8,0,109
2005/7/30,臺北市,臺北,30.7,27.6,70,1.5,2,109
2005/7/31,臺北市,臺北,30.7,28.1,72,1.5,0,109
2005/8/1,臺北市,臺北,31.3,27.3,70,1.8,0,109
2005/8/2,臺北市,臺北,31.2,27.5,67,2,0,109
2005/8/3,臺北市,臺北,30.4,26.6,71,2.8,0,109
2005/8/4,臺北市,臺北,28.2,26,86,3.2,155.7,109
2005/8/5,臺北市,臺北,26.8,25.5,89,6.6,144.6,109
2005/8/6,臺北市,臺北,30.5,26.5,72,2.1,0,109
2005/8/7,臺北市,臺北,29.6,26.9,78,1.3,0.9,109
2005/8/8,臺北市,臺北,29.9,27,75,1.6,0.3,109
2005/8/9,臺北市,臺北,30.7,27.3,71,2,0,109
2005/8/10,臺北市,臺北,31.3,28.2,66,3.1,0,109
2005/8/11,臺北市,臺北,31.2,29.1,63,5,0,109
2005/8/12,臺北市,臺北,29.2,27.4,74,6.3,10.2,109
2005/8/13,臺北市,臺北,29.7,27.7,74,2.9,5,109
2005/8/14,臺北市,臺北,29.8,27.1,72,1.7,0,109
2005/8/15,臺北市,臺北,29.4,26.5,73,1.6,0.2,109
2005/8/16,臺北市,臺北,29.3,26,72,1.5,0,109
2005/8/17,臺北市,臺北,29.2,26.2,73,1.4,8.4,109
2005/8/18,臺北市,臺北,27.8,25.1,78,1.2,59.5,109
2005/8/19,臺北市,臺北,27.2,25.2,81,1.4,4.5,109
2005/8/20,臺北市,臺北,27.5,24.9,80,1.1,102,109
2005/8/21,臺北市,臺北,27.2,25,84,1.2,21,109
2005/8/22,臺北市,臺北,27.7,25.2,84,1.4,8.7,109
2005/8/23,臺北市,臺北,29,25.8,80,1.7,0,109
2005/8/24,臺北市,臺北,28.7,26.2,80,1.5,4.9,109
2005/8/25,臺北市,臺北,27.4,25.5,86,1.3,30.5,109
2005/8/26,臺北市,臺北,29.3,24.5,77,1.2,6.5,109
2005/8/27,臺北市,臺北,30.1,26.9,74,1.1,0.7,109
2005/8/28,臺北市,臺北,30.2,26.6,71,1.9,0,109
2005/8/29,臺北市,臺北,29.7,27.3,75,1.7,1.5,109
2005/8/30,臺北市,臺北,29.8,26.8,73,1.8,0,109
2005/8/31,臺北市,臺北,27.8,25.6,84,4.1,101.1,109
2005/9/1,臺北市,臺北,28.5,25.8,77,6.2,49.8,109
2005/9/2,臺北市,臺北,30.2,27.8,67,3.3,0,109
2005/9/3,臺北市,臺北,29.7,27.6,71,4,0,109
2005/9/4,臺北市,臺北,28.9,25.6,71,1.6,0,109
2005/9/5,臺北市,臺北,28.8,26.3,69,2.2,0.2,109
2005/9/6,臺北市,臺北,28,24.6,64,2.2,0,109
2005/9/7,臺北市,臺北,27.5,23.8,62,2.9,0,109
2005/9/8,臺北市,臺北,27.5,24.4,67,4,0,109
2005/9/9,臺北市,臺北,27.9,25.9,72,3.9,0,109
2005/9/10,臺北市,臺北,26.6,24.6,82,2,22.5,109
2005/9/11,臺北市,臺北,28.1,24.9,80,2.1,24.5,109
2005/9/12,臺北市,臺北,29.8,26.4,73,1.3,0,109
2005/9/13,臺北市,臺北,30.5,26.7,70,2.6,0,109
2005/9/14,臺北市,臺北,30.4,27.9,67,4.4,0,109
2005/9/15,臺北市,臺北,30.7,28.2,64,4.4,0,109
2005/9/16,臺北市,臺北,30.4,28.2,63,3.8,0,109
2005/9/17,臺北市,臺北,30.9,28.2,61,3.4,0,109
2005/9/18,臺北市,臺北,31.1,28.1,61,3.2,0,109
2005/9/19,臺北市,臺北,30.8,28.2,61,4.2,0,109
2005/9/20,臺北市,臺北,30.4,27.4,60,4.2,0,109
2005/9/21,臺北市,臺北,29.9,27.4,63,4.7,0,109
2005/9/22,臺北市,臺北,27.4,25.5,85,4.7,63.6,109
2005/9/23,臺北市,臺北,28,24.2,81,4,70.2,109
2005/9/24,臺北市,臺北,27.3,24.6,79,4.6,30.1,109
2005/9/25,臺北市,臺北,27.3,24.7,81,4.4,5.6,109
2005/9/26,臺北市,臺北,27.8,26,74,4.3,0,109
2005/9/27,臺北市,臺北,27.5,26.1,70,4.1,0,109
2005/9/28,臺北市,臺北,27.8,26.4,76,4.5,1.1,109
2005/9/29,臺北市,臺北,27.7,25.9,70,4.2,0,109
2005/9/30,臺北市,臺北,27.7,25.2,76,3.8,0,109
2005/10/1,臺北市,臺北,27.4,25.2,79,2.2,5.1,109
2005/10/2,臺北市,臺北,28.3,24.5,75,6.8,65.8,109
2005/10/3,臺北市,臺北,29.5,26.3,70,2.1,0,109
2005/10/4,臺北市,臺北,29.3,25.9,68,2.2,0,109
2005/10/5,臺北市,臺北,29.8,27.2,67,4.5,0,109
2005/10/6,臺北市,臺北,29.3,27.3,72,4,0,109
2005/10/7,臺北市,臺北,28.3,26.8,77,4.1,1,109
2005/10/8,臺北市,臺北,24.6,23.5,87,4.4,82.7,109
2005/10/9,臺北市,臺北,23.8,22.9,82,3.9,0.2,109
2005/10/10,臺北市,臺北,25.4,23.1,84,3.3,7.5,109
2005/10/11,臺北市,臺北,26,24,68,2.9,0,109
2005/10/12,臺北市,臺北,25.8,23.8,78,2.4,0.2,109
2005/10/13,臺北市,臺北,26.3,24.1,83,2.3,18.6,109
2005/10/14,臺北市,臺北,25.3,23.6,77,1.4,2.1,109
2005/10/15,臺北市,臺北,24.2,22.7,71,1.7,0.1,109
2005/10/16,臺北市,臺北,23.6,21.6,65,2.3,0,109
2005/10/17,臺北市,臺北,23.6,20.1,65,2.8,0,109
2005/10/18,臺北市,臺北,24.1,22,64,3.1,0,109
2005/10/19,臺北市,臺北,24.4,22.9,67,3.7,0.5,109
2005/10/20,臺北市,臺北,24.1,22.2,79,2.2,3,109
2005/10/21,臺北市,臺北,23.9,22.2,78,2.2,0.4,109
2005/10/22,臺北市,臺北,21.2,20.4,78,2.5,2.1,109
2005/10/23,臺北市,臺北,20.8,19.4,74,2.5,0.1,109
2005/10/24,臺北市,臺北,20.6,19,84,2.6,2.2,109
2005/10/25,臺北市,臺北,22.5,20.7,88,1.9,4.2,109
2005/10/26,臺北市,臺北,23.9,22.1,85,2.5,0.5,109
2005/10/27,臺北市,臺北,25.8,23,83,3,2.7,109
2005/10/28,臺北市,臺北,27.4,23.3,74,3.2,0,109
2005/10/29,臺北市,臺北,23.6,21.5,82,2.1,2,109
2005/10/30,臺北市,臺北,21.2,20.4,75,3,1.2,109
2005/10/31,臺北市,臺北,21.8,21.1,61,4.3,0,109
2005/11/1,臺北市,臺北,24.1,21.5,68,4.8,0,109
2005/11/2,臺北市,臺北,25.9,23.2,65,4,0,109
2005/11/3,臺北市,臺北,26.7,24.6,65,3.8,0,109
2005/11/4,臺北市,臺北,27.3,24.7,66,2.1,0,109
2005/11/5,臺北市,臺北,26.8,23.5,70,1.4,0,109
2005/11/6,臺北市,臺北,26.7,23.3,73,2.2,0,109
2005/11/7,臺北市,臺北,26.7,24.1,78,2.8,0,109
2005/11/8,臺北市,臺北,26.3,24.5,77,2.6,0,109
2005/11/9,臺北市,臺北,26.5,23.7,77,1.6,0,109
2005/11/10,臺北市,臺北,26.5,23.7,75,1,0,109
2005/11/11,臺北市,臺北,26.9,23.4,72,1.4,0,109
2005/11/12,臺北市,臺北,26.1,24.6,74,3.7,2.3,109
2005/11/13,臺北市,臺北,26.2,23.8,77,1.5,0.5,109
2005/11/14,臺北市,臺北,24.5,22.1,77,3.1,1.7,109
2005/11/15,臺北市,臺北,20.3,19,84,3.9,11.5,109
2005/11/16,臺北市,臺北,19.6,18.5,75,3.1,0.5,109
2005/11/17,臺北市,臺北,19.3,17.9,74,3.5,1.7,109
2005/11/18,臺北市,臺北,19.4,17.8,69,3,0,109
2005/11/19,臺北市,臺北,20.5,19.2,62,3.1,2.2,109
2005/11/20,臺北市,臺北,19.6,17.9,72,2.9,0.5,109
2005/11/21,臺北市,臺北,19,16.7,65,3.6,1.7,109
2005/11/22,臺北市,臺北,18.5,16.7,87,3.3,8.8,109
2005/11/23,臺北市,臺北,20.4,19.2,86,3.2,4,109
2005/11/24,臺北市,臺北,21,19.7,69,3.8,0,109
2005/11/25,臺北市,臺北,21.5,20,68,3.8,0,109
2005/11/26,臺北市,臺北,21.7,18.5,73,2.4,0,109
2005/11/27,臺北市,臺北,22.8,20.9,76,4.1,0,109
2005/11/28,臺北市,臺北,23.5,19.4,68,1.8,0,109
2005/11/29,臺北市,臺北,20.1,18.8,66,4.3,0,109
2005/11/30,臺北市,臺北,20.7,18.9,69,4,0,109
2005/12/1,臺北市,臺北,22.2,18.4,75,2.1,0,109
2005/12/2,臺北市,臺北,21.2,18.2,77,3,0,109
2005/12/3,臺北市,臺北,21.8,20.3,76,2.3,0.3,109
2005/12/4,臺北市,臺北,15.9,14.6,71,4.2,7.2,109
2005/12/5,臺北市,臺北,12.9,11.1,57,4,0,109
2005/12/6,臺北市,臺北,12.9,11.7,78,1.7,0.1,109
2005/12/7,臺北市,臺北,14.8,13.5,90,2.5,4.7,109
2005/12/8,臺北市,臺北,16.2,15,88,3.2,0.2,109
2005/12/9,臺北市,臺北,20,17.2,82,2.7,0,109
2005/12/10,臺北市,臺北,19.6,18.3,86,0.8,2.7,109
2005/12/11,臺北市,臺北,17.4,15.3,90,1.3,10.8,109
2005/12/12,臺北市,臺北,14.5,14.1,73,3.9,0.4,109
2005/12/13,臺北市,臺北,14,12.6,70,3.8,0.2,109
2005/12/14,臺北市,臺北,12.4,11.6,84,2.4,6.9,109
2005/12/15,臺北市,臺北,13,11.6,61,3.1,0.4,109
2005/12/16,臺北市,臺北,14.3,11.3,60,4.3,0,109
2005/12/17,臺北市,臺北,14,11.8,58,3.3,0,109
2005/12/18,臺北市,臺北,13.4,11.2,63,3.6,0.4,109
2005/12/19,臺北市,臺北,16.2,13.6,82,3.9,0.9,109
2005/12/20,臺北市,臺北,18.9,16.4,75,2.9,1.5,109
2005/12/21,臺北市,臺北,13.8,10.9,73,1.6,3.5,109
2005/12/22,臺北市,臺北,11.1,8.6,54,2.4,0,109
2005/12/23,臺北市,臺北,13.9,7.3,63,1.3,0,109
2005/12/24,臺北市,臺北,16.7,10.4,66,2.5,0,109
2005/12/25,臺北市,臺北,18.3,16.1,73,1.2,0,109
2005/12/26,臺北市,臺北,16.9,14.9,79,2.7,T,109
2005/12/27,臺北市,臺北,16.7,15.8,82,4.4,nan,109
2005/12/28,臺北市,臺北,19.6,16.2,85,3.2,4,109
2005/12/29,臺北市,臺北,20.1,18.3,89,1,1,109
2005/12/30,臺北市,臺北,21.6,19.2,88,1.9,3.4,109
2005/12/31,臺北市,臺北,19.7,18.4,87,2.1,6.5,109
2006/1/1,臺北市,臺北,20.1,18.8,75,2.6,0,109
2006/1/2,臺北市,臺北,18.5,17.3,69,3,0,109
2006/1/3,臺北市,臺北,19,16.8,69,4.1,0,109
2006/1/4,臺北市,臺北,19.6,15.9,73,1.4,0,109
2006/1/5,臺北市,臺北,15,12.6,79,3.5,0.8,109
2006/1/6,臺北市,臺北,10.9,8.9,81,2.2,2,109
2006/1/7,臺北市,臺北,9.8,8.8,79,2.1,0.5,109
2006/1/8,臺北市,臺北,13.8,10.9,79,2.3,0.8,109
2006/1/9,臺北市,臺北,15.7,13.8,80,2.2,2,109
2006/1/10,臺北市,臺北,17.9,14.6,77,4.2,0.3,109
2006/1/11,臺北市,臺北,19.5,18.5,79,4.8,1.3,109
2006/1/12,臺北市,臺北,21.1,19,87,2,4.8,109
2006/1/13,臺北市,臺北,19.9,18,79,2.4,0,109
2006/1/14,臺北市,臺北,20.7,16.8,74,3.2,0,109
2006/1/15,臺北市,臺北,22.3,19.7,72,1.6,0,109
2006/1/16,臺北市,臺北,21.7,19.6,81,2.5,0.5,109
2006/1/17,臺北市,臺北,20.4,18.9,86,4.5,0,109
2006/1/18,臺北市,臺北,22.9,19.1,83,1.2,0.5,109
2006/1/19,臺北市,臺北,20.6,18.6,84,1.4,0.3,109
2006/1/20,臺北市,臺北,17.9,16.6,89,1.4,4.5,109
2006/1/21,臺北市,臺北,15.8,14,87,1.5,3.8,109
2006/1/22,臺北市,臺北,13.4,13,91,3.4,19.9,109
2006/1/23,臺北市,臺北,13.7,12.6,85,3.8,3.3,109
2006/1/24,臺北市,臺北,14.5,13.1,90,4.1,1.8,109
2006/1/25,臺北市,臺北,16.7,15.5,86,2.9,19.9,109
2006/1/26,臺北市,臺北,15.6,14.9,82,2.9,0,109
2006/1/27,臺北市,臺北,15.4,14.5,83,4.2,6.6,109
2006/1/28,臺北市,臺北,18.1,15.9,86,3.2,10.9,109
2006/1/29,臺北市,臺北,17.8,16.6,93,1,6.9,109
2006/1/30,臺北市,臺北,21.7,16.9,78,1.6,0,109
2006/1/31,臺北市,臺北,19.6,17.5,83,1.3,5.9,109
2006/2/1,臺北市,臺北,17.8,16.7,74,3.5,0.5,109
2006/2/2,臺北市,臺北,20.2,16.6,67,3.5,0,109
2006/2/3,臺北市,臺北,17.1,13.9,81,3.6,0.7,109
2006/2/4,臺北市,臺北,13.2,12.5,84,5,0.7,109
2006/2/5,臺北市,臺北,17.3,13,76,3.6,0,109
2006/2/6,臺北市,臺北,18,15.5,75,1.7,0,109
2006/2/7,臺北市,臺北,16.8,15.7,70,4,0.7,109
2006/2/8,臺北市,臺北,14.7,12.9,64,5.7,0,109
