時間,縣市,觀測站名,氣溫(℃),最低氣溫(℃),相對溼度(%),風速(m/s),降水量(mm),地區碼
2005/2/3,花蓮縣,花蓮,14.6,12.9,91,2.5,6.5,950
2005/2/4,花蓮縣,花蓮,19.2,14.8,82,2.8,0,950
2005/2/5,花蓮縣,花蓮,21.1,18.8,88,1.8,1.5,950
2005/2/6,花蓮縣,花蓮,21.6,19.7,87,1.8,4.5,950
2005/2/7,花蓮縣,花蓮,22,18.7,87,2.6,4,950
2005/2/8,花蓮縣,花蓮,21.7,19.9,88,2.6,4,950
2005/2/9,花蓮縣,花蓮,22.3,18.9,85,3.3,0,950
2005/2/10,花蓮縣,花蓮,19.1,16.6,81,5.2,3.3,950
2005/2/11,花蓮縣,花蓮,18.5,16.5,73,2.9,0,950
2005/2/12,花蓮縣,花蓮,18.9,16,76,3.5,0,950
2005/2/13,花蓮縣,花蓮,19.8,17.4,81,2.7,12,950
2005/2/14,花蓮縣,花蓮,20.5,17.7,88,2.1,4,950
2005/2/15,花蓮縣,花蓮,22.6,18.1,82,3.8,0,950
2005/2/16,花蓮縣,花蓮,23.3,20.1,80,2.6,0,950
2005/2/17,花蓮縣,花蓮,21.8,20.6,81,4.3,7.1,950
2005/2/18,花蓮縣,花蓮,18.7,15.3,86,3.8,24.5,950
2005/2/19,花蓮縣,花蓮,15,14.1,73,6,12,950
2005/2/20,花蓮縣,花蓮,12.6,11.3,71,5.7,2,950
2005/2/21,花蓮縣,花蓮,12.5,11.2,89,1.9,7,950
2005/2/22,花蓮縣,花蓮,16.3,12.6,85,2.1,2.5,950
2005/2/23,花蓮縣,花蓮,19.6,15.5,79,2.1,0,950
2005/2/24,花蓮縣,花蓮,21,17.6,78,3.6,1,950
2005/2/25,花蓮縣,花蓮,18.7,17.1,88,2.3,5,950
2005/2/26,花蓮縣,花蓮,17.3,15.7,80,5.3,10.5,950
2005/2/27,花蓮縣,花蓮,17.6,14.8,80,1.9,2,950
2005/2/28,花蓮縣,花蓮,17.6,16.7,76,5.3,3,950
2005/3/1,花蓮縣,花蓮,16.1,15.2,81,2,4.5,950
2005/3/2,花蓮縣,花蓮,17.4,15.3,90,1.8,23.5,950
2005/3/3,花蓮縣,花蓮,16.3,14.4,80,5.4,16,950
2005/3/4,花蓮縣,花蓮,13.4,11.2,66,4.9,1,950
2005/3/5,花蓮縣,花蓮,13.2,10.1,71,4.2,1.5,950
2005/3/6,花蓮縣,花蓮,14.5,11.5,56,2.4,0,950
2005/3/7,花蓮縣,花蓮,16.1,11,61,3.1,0,950
2005/3/8,花蓮縣,花蓮,17.4,12.1,64,3.6,0,950
2005/3/9,花蓮縣,花蓮,18.9,15.5,77,2.3,1,950
2005/3/10,花蓮縣,花蓮,21.3,17.5,81,2.3,0,950
2005/3/11,花蓮縣,花蓮,21.3,17.5,78,4.3,5,950
2005/3/12,花蓮縣,花蓮,15.8,13.5,72,6.5,2,950
2005/3/13,花蓮縣,花蓮,12.3,11.5,75,4.1,1.5,950
2005/3/14,花蓮縣,花蓮,13.9,11.1,64,2.1,0,950
2005/3/15,花蓮縣,花蓮,18.2,13.9,70,3.4,0,950
2005/3/16,花蓮縣,花蓮,21.3,17.6,75,3.3,0,950
2005/3/17,花蓮縣,花蓮,22,18.4,79,3.5,2,950
2005/3/18,花蓮縣,花蓮,17.2,15.6,64,7.3,0.5,950
2005/3/19,花蓮縣,花蓮,16.3,14.4,67,1.8,0,950
2005/3/20,花蓮縣,花蓮,19.4,13.3,72,2.7,0,950
2005/3/21,花蓮縣,花蓮,21.6,19.2,73,2.7,0,950
2005/3/22,花蓮縣,花蓮,22.4,19.4,81,2,1.5,950
2005/3/23,花蓮縣,花蓮,18.1,15.4,83,4,1.5,950
2005/3/24,花蓮縣,花蓮,17.1,15.6,66,4.5,0,950
2005/3/25,花蓮縣,花蓮,16.2,14.9,63,3.4,0,950
2005/3/26,花蓮縣,花蓮,19.4,15,65,3.8,0,950
2005/3/27,花蓮縣,花蓮,22.4,18,72,2.7,0,950
2005/3/28,花蓮縣,花蓮,23.1,20.7,83,3,2.5,950
2005/3/29,花蓮縣,花蓮,20.6,17,85,4.3,17,950
2005/3/30,花蓮縣,花蓮,17.1,15.9,83,2.5,26.5,950
2005/3/31,花蓮縣,花蓮,18.5,15.9,87,1.9,8.5,950
2005/4/1,花蓮縣,花蓮,21.5,18.5,85,2,0,950
2005/4/2,花蓮縣,花蓮,21.7,19.5,82,3.4,0,950
2005/4/3,花蓮縣,花蓮,21,18.5,67,4.8,0,950
2005/4/4,花蓮縣,花蓮,20.3,18.7,57,3.3,0,950
2005/4/5,花蓮縣,花蓮,20,15.9,66,4.3,0,950
2005/4/6,花蓮縣,花蓮,22,17.1,69,4,0,950
2005/4/7,花蓮縣,花蓮,23.6,19.8,76,2.2,0,950
2005/4/8,花蓮縣,花蓮,24.8,20.3,81,3.9,0.5,950
2005/4/9,花蓮縣,花蓮,25,22.2,80,4.4,0.5,950
2005/4/10,花蓮縣,花蓮,24.1,20.3,80,3.7,0,950
2005/4/11,花蓮縣,花蓮,21.9,20,85,1.6,0,950
2005/4/12,花蓮縣,花蓮,21.8,18.5,85,3.9,0.5,950
2005/4/13,花蓮縣,花蓮,17.7,16.7,84,2.3,2.5,950
2005/4/14,花蓮縣,花蓮,18.9,17.3,83,2.2,0,950
2005/4/15,花蓮縣,花蓮,20.8,18.6,80,2.7,0.5,950
2005/4/16,花蓮縣,花蓮,21.2,18.1,78,2.7,3.5,950
2005/4/17,花蓮縣,花蓮,22.8,19.5,83,2.6,3,950
2005/4/18,花蓮縣,花蓮,24.6,20,78,2.7,0,950
2005/4/19,花蓮縣,花蓮,25.1,21.7,83,3.1,1.5,950
2005/4/20,花蓮縣,花蓮,23.5,21.3,81,2.9,0,950
2005/4/21,花蓮縣,花蓮,24.7,20.4,80,2.5,0,950
2005/4/22,花蓮縣,花蓮,25.6,21.5,82,2.6,2,950
2005/4/23,花蓮縣,花蓮,25.5,22.3,80,3.6,5,950
2005/4/24,花蓮縣,花蓮,23.4,22,91,1.5,4,950
2005/4/25,花蓮縣,花蓮,24.4,22.8,87,2.7,1.5,950
2005/4/26,花蓮縣,花蓮,21.6,19.6,87,2.5,10,950
2005/4/27,花蓮縣,花蓮,22.5,19.4,82,2.6,1,950
2005/4/28,花蓮縣,花蓮,23.9,21.4,84,1.7,0.5,950
2005/4/29,花蓮縣,花蓮,25.6,21.7,82,2.4,0,950
2005/4/30,花蓮縣,花蓮,26.4,22.3,80,2.4,0,950
2005/5/1,花蓮縣,花蓮,26.9,22.7,81,3,0,950
2005/5/2,花蓮縣,花蓮,27.8,24.3,72,2.8,0,950
2005/5/3,花蓮縣,花蓮,25.7,24.4,87,2.3,4.5,950
2005/5/4,花蓮縣,花蓮,27,23.5,84,2.5,0,950
2005/5/5,花蓮縣,花蓮,27.7,25.2,81,3.8,0,950
2005/5/6,花蓮縣,花蓮,26.2,23,82,3.5,7.5,950
2005/5/7,花蓮縣,花蓮,22.6,21.8,81,2.6,0,950
2005/5/8,花蓮縣,花蓮,24.2,21.9,83,1.4,0.5,950
2005/5/9,花蓮縣,花蓮,26,23.1,79,2.3,1.5,950
2005/5/10,花蓮縣,花蓮,24.1,23.2,91,1.9,18,950
2005/5/11,花蓮縣,花蓮,25.7,23.1,80,2,0,950
2005/5/12,花蓮縣,花蓮,24,22.8,88,2.1,31,950
2005/5/13,花蓮縣,花蓮,23.8,22.6,93,2.6,28,950
2005/5/14,花蓮縣,花蓮,25,22.4,88,2.2,3.5,950
2005/5/15,花蓮縣,花蓮,25.1,23.7,90,1.3,3,950
2005/5/16,花蓮縣,花蓮,25.9,24.5,87,1.3,7.5,950
2005/5/17,花蓮縣,花蓮,26.6,23.5,87,3,5,950
2005/5/18,花蓮縣,花蓮,27.6,24.1,79,2.3,3.5,950
2005/5/19,花蓮縣,花蓮,25.6,23.5,87,2.8,27,950
2005/5/20,花蓮縣,花蓮,26.3,23.2,83,2.6,0,950
2005/5/21,花蓮縣,花蓮,26.5,24.6,86,2,0.5,950
2005/5/22,花蓮縣,花蓮,28.1,23.6,80,2,0,950
2005/5/23,花蓮縣,花蓮,27.7,24.5,82,2.5,21.5,950
2005/5/24,花蓮縣,花蓮,27.1,24.4,84,1.6,0,950
2005/5/25,花蓮縣,花蓮,26,24.2,85,3.8,0.5,950
2005/5/26,花蓮縣,花蓮,25.8,24,81,2.6,0,950
2005/5/27,花蓮縣,花蓮,26.4,23.8,81,2.2,0,950
2005/5/28,花蓮縣,花蓮,26.7,24.2,82,2.8,10.5,950
2005/5/29,花蓮縣,花蓮,25.1,23.4,88,3.5,29.5,950
2005/5/30,花蓮縣,花蓮,24.4,22.4,83,2.6,18.5,950
2005/5/31,花蓮縣,花蓮,25.4,22.7,83,3.9,18.5,950
2005/6/1,花蓮縣,花蓮,26.6,23.2,86,2.3,0.5,950
2005/6/2,花蓮縣,花蓮,27.9,24.2,82,2,0,950
2005/6/3,花蓮縣,花蓮,26.8,24.8,89,1.7,6,950
2005/6/4,花蓮縣,花蓮,26.6,24.1,78,2.9,0,950
2005/6/5,花蓮縣,花蓮,26.5,23.9,65,3.4,0,950
2005/6/6,花蓮縣,花蓮,26.2,23.3,62,3.2,0,950
2005/6/7,花蓮縣,花蓮,26.1,21.9,68,2.8,0,950
2005/6/8,花蓮縣,花蓮,26.2,22,74,3,0,950
2005/6/9,花蓮縣,花蓮,27,24.4,79,1.9,0,950
2005/6/10,花蓮縣,花蓮,28.2,24.6,79,2.5,0,950
2005/6/11,花蓮縣,花蓮,28.2,25.6,84,2.5,15,950
2005/6/12,花蓮縣,花蓮,26.9,25,89,2.4,87,950
2005/6/13,花蓮縣,花蓮,27.1,24.6,88,2.3,0,950
2005/6/14,花蓮縣,花蓮,25.7,24.9,92,2.7,13.5,950
2005/6/15,花蓮縣,花蓮,25.1,24.1,92,2.6,9,950
2005/6/16,花蓮縣,花蓮,25.1,24.5,92,2,4.5,950
2005/6/17,花蓮縣,花蓮,26.1,23.8,88,2,2.5,950
2005/6/18,花蓮縣,花蓮,26.2,24.5,86,1.9,0,950
2005/6/19,花蓮縣,花蓮,27.1,24.3,79,2.8,0,950
2005/6/20,花蓮縣,花蓮,28.3,24.3,78,2.9,0,950
2005/6/21,花蓮縣,花蓮,28.4,25,78,2.8,0,950
2005/6/22,花蓮縣,花蓮,28.6,25.7,76,2.8,0,950
2005/6/23,花蓮縣,花蓮,28.6,25.6,79,3.1,0,950
2005/6/24,花蓮縣,花蓮,27.4,25.5,85,1.9,3.5,950
2005/6/25,花蓮縣,花蓮,27.4,25.2,83,1.9,0,950
2005/6/26,花蓮縣,花蓮,28,25.2,84,3.6,1,950
2005/6/27,花蓮縣,花蓮,28,25.2,81,4.3,0,950
2005/6/28,花蓮縣,花蓮,25.7,24.2,90,2.3,47,950
2005/6/29,花蓮縣,花蓮,26,23.9,87,3.5,22.5,950
2005/6/30,花蓮縣,花蓮,27.7,24,80,4.1,0,950
2005/7/1,花蓮縣,花蓮,27.8,24.9,79,4.2,0,950
2005/7/2,花蓮縣,花蓮,28.3,25.2,81,3.5,0,950
2005/7/3,花蓮縣,花蓮,28.6,25.7,81,3.5,0,950
2005/7/4,花蓮縣,花蓮,28.4,25.3,79,4,0,950
2005/7/5,花蓮縣,花蓮,28.5,25,78,3.8,0,950
2005/7/6,花蓮縣,花蓮,28.7,25.6,76,5,0,950
2005/7/7,花蓮縣,花蓮,28.8,25.8,78,4.2,0,950
2005/7/8,花蓮縣,花蓮,29,26.4,78,3.8,0,950
2005/7/9,花蓮縣,花蓮,28.9,25.4,78,4.3,0,950
2005/7/10,花蓮縣,花蓮,29.1,26.4,77,4.1,0,950
2005/7/11,花蓮縣,花蓮,29.2,26.1,78,4.5,0,950
2005/7/12,花蓮縣,花蓮,29.6,27.2,79,3.6,0,950
2005/7/13,花蓮縣,花蓮,29.7,27,76,2.7,0,950
2005/7/14,花蓮縣,花蓮,29.4,26.1,71,2.6,0,950
2005/7/15,花蓮縣,花蓮,29.6,25.7,67,2,0,950
2005/7/16,花蓮縣,花蓮,29.6,26.2,69,3.6,0,950
2005/7/17,花蓮縣,花蓮,27.9,24.9,73,7.6,76,950
2005/7/18,花蓮縣,花蓮,25.4,23,95,7.5,352,950
2005/7/19,花蓮縣,花蓮,25.3,24.2,94,4.5,44,950
2005/7/20,花蓮縣,花蓮,24.9,23.8,90,4.1,20.5,950
2005/7/21,花蓮縣,花蓮,26,23.3,79,2.4,0,950
2005/7/22,花蓮縣,花蓮,27.6,24.5,80,1.6,0,950
2005/7/23,花蓮縣,花蓮,28,25,79,2,0,950
2005/7/24,花蓮縣,花蓮,27.4,23.9,71,2.6,0,950
2005/7/25,花蓮縣,花蓮,27.4,23.2,68,2.3,0,950
2005/7/26,花蓮縣,花蓮,28,24.2,69,3.1,0,950
2005/7/27,花蓮縣,花蓮,28.6,24.8,72,3.3,0,950
2005/7/28,花蓮縣,花蓮,28.6,25.5,74,3.9,0,950
2005/7/29,花蓮縣,花蓮,29.1,26.2,76,4.6,0,950
2005/7/30,花蓮縣,花蓮,29.3,26.4,75,4,0,950
2005/7/31,花蓮縣,花蓮,29.6,26.3,74,3,0,950
2005/8/1,花蓮縣,花蓮,29.4,26.4,76,2.9,0,950
2005/8/2,花蓮縣,花蓮,29.3,25.8,71,2.5,0,950
2005/8/3,花蓮縣,花蓮,30.1,25.5,67,4,0,950
2005/8/4,花蓮縣,花蓮,26.7,24.9,85,3.1,18.5,950
2005/8/5,花蓮縣,花蓮,26.5,24.7,86,1.7,8,950
2005/8/6,花蓮縣,花蓮,27.8,25.2,80,1.8,4.4,950
2005/8/7,花蓮縣,花蓮,28.5,25.1,79,3.5,0,950
2005/8/8,花蓮縣,花蓮,27.8,25.5,79,2.7,0,950
2005/8/9,花蓮縣,花蓮,28.3,25.7,79,4,0,950
2005/8/10,花蓮縣,花蓮,28.3,25.6,79,3.8,0,950
2005/8/11,花蓮縣,花蓮,28.8,25.2,74,3,1.5,950
2005/8/12,花蓮縣,花蓮,26.4,24.1,88,4,162,950
2005/8/13,花蓮縣,花蓮,26.2,24.6,89,4.6,87,950
2005/8/14,花蓮縣,花蓮,26.5,24.3,84,2.5,41.8,950
2005/8/15,花蓮縣,花蓮,27.8,24.5,78,3.2,0,950
2005/8/16,花蓮縣,花蓮,27.8,24.3,75,2.4,0,950
2005/8/17,花蓮縣,花蓮,27.5,23.6,74,3.5,0,950
2005/8/18,花蓮縣,花蓮,27.5,24.8,74,2.3,1,950
2005/8/19,花蓮縣,花蓮,27.7,25.6,76,2.4,0,950
2005/8/20,花蓮縣,花蓮,27.2,24.7,85,1.8,2.5,950
2005/8/21,花蓮縣,花蓮,27.6,24.4,81,1.9,0.5,950
2005/8/22,花蓮縣,花蓮,28.5,25.7,79,2.2,0,950
2005/8/23,花蓮縣,花蓮,27.9,26.5,83,3.1,0,950
2005/8/24,花蓮縣,花蓮,27.8,25.8,85,2.2,0.5,950
2005/8/25,花蓮縣,花蓮,28.3,25.5,81,2.7,0,950
2005/8/26,花蓮縣,花蓮,28.6,25.4,77,3.3,0,950
2005/8/27,花蓮縣,花蓮,28.6,25.2,78,3.7,0,950
2005/8/28,花蓮縣,花蓮,28.7,25.2,77,3.3,0,950
2005/8/29,花蓮縣,花蓮,28.8,25.4,75,2.4,0,950
2005/8/30,花蓮縣,花蓮,28.8,25.3,74,2.9,0,950
2005/8/31,花蓮縣,花蓮,28.2,24.3,72,6.6,77,950
2005/9/1,花蓮縣,花蓮,25.7,24.2,93,9.5,329.5,950
2005/9/2,花蓮縣,花蓮,27.2,23.9,82,2.3,5.5,950
2005/9/3,花蓮縣,花蓮,28,24.5,75,2.7,0,950
2005/9/4,花蓮縣,花蓮,28.3,23.8,70,2.6,0,950
2005/9/5,花蓮縣,花蓮,27.8,24.9,74,2.9,0,950
2005/9/6,花蓮縣,花蓮,26.8,25,80,1.7,3.5,950
2005/9/7,花蓮縣,花蓮,26.3,24.5,72,2.2,0,950
2005/9/8,花蓮縣,花蓮,26.6,24,70,2.4,0,950
2005/9/9,花蓮縣,花蓮,26.6,23.1,73,3.1,0.5,950
2005/9/10,花蓮縣,花蓮,27.9,22.9,68,3.3,0,950
2005/9/11,花蓮縣,花蓮,28.3,25.9,77,3.6,0,950
2005/9/12,花蓮縣,花蓮,28.6,25.6,80,3.9,5,950
2005/9/13,花蓮縣,花蓮,28.3,25.6,81,2.4,0.5,950
2005/9/14,花蓮縣,花蓮,28.1,25.2,73,2.6,0,950
2005/9/15,花蓮縣,花蓮,28.1,24.4,73,2.8,0,950
2005/9/16,花蓮縣,花蓮,28.4,24.9,70,3.4,0,950
2005/9/17,花蓮縣,花蓮,27.7,24.2,71,4.1,0,950
2005/9/18,花蓮縣,花蓮,27.9,23.9,76,3,0,950
2005/9/19,花蓮縣,花蓮,28.3,25,71,2.2,0,950
2005/9/20,花蓮縣,花蓮,28,24.4,66,2.2,0,950
2005/9/21,花蓮縣,花蓮,27.7,23.9,69,3.9,19.5,950
2005/9/22,花蓮縣,花蓮,25.7,24,89,4.2,256.5,950
2005/9/23,花蓮縣,花蓮,26.4,23.4,84,2,82.5,950
2005/9/24,花蓮縣,花蓮,25.9,24.3,84,2.2,3.5,950
2005/9/25,花蓮縣,花蓮,27.1,24.1,77,2.1,0.5,950
2005/9/26,花蓮縣,花蓮,26.6,23.7,79,3.2,2,950
2005/9/27,花蓮縣,花蓮,26.7,24.1,73,3.3,0,950
2005/9/28,花蓮縣,花蓮,26.9,22.9,73,3.1,0,950
2005/9/29,花蓮縣,花蓮,27.3,23.8,72,3.3,0,950
2005/9/30,花蓮縣,花蓮,27.3,23.8,72,3.1,0,950
2005/10/1,花蓮縣,花蓮,28.2,23.7,68,5.1,3,950
2005/10/2,花蓮縣,花蓮,26.6,23.1,89,14.3,178,950
2005/10/3,花蓮縣,花蓮,27.2,24.2,82,3.5,44.5,950
2005/10/4,花蓮縣,花蓮,27.5,24.5,78,2.1,0,950
2005/10/5,花蓮縣,花蓮,27.6,24.2,73,2.3,0,950
2005/10/6,花蓮縣,花蓮,27.6,24.5,74,3.1,0,950
2005/10/7,花蓮縣,花蓮,26,24.4,81,1.8,41,950
2005/10/8,花蓮縣,花蓮,25.1,23.3,83,3.4,85.5,950
2005/10/9,花蓮縣,花蓮,24.5,22.8,83,3.6,50.5,950
2005/10/10,花蓮縣,花蓮,26,23.1,75,3.5,0,950
2005/10/11,花蓮縣,花蓮,26.6,23.5,66,4.7,0,950
2005/10/12,花蓮縣,花蓮,26.6,22.4,71,3.4,0,950
2005/10/13,花蓮縣,花蓮,27.3,24,71,4.1,0,950
2005/10/14,花蓮縣,花蓮,26.8,23.5,67,3.1,0,950
2005/10/15,花蓮縣,花蓮,25.4,22.9,68,5.3,0,950
2005/10/16,花蓮縣,花蓮,23.9,22.7,64,3,0,950
2005/10/17,花蓮縣,花蓮,24.8,22,59,3.9,0,950
2005/10/18,花蓮縣,花蓮,24.6,21.1,59,3.9,0,950
2005/10/19,花蓮縣,花蓮,24.5,20.7,60,3.9,0,950
2005/10/20,花蓮縣,花蓮,24.5,21.3,70,3.5,1.5,950
2005/10/21,花蓮縣,花蓮,24.2,22,77,4,2.5,950
2005/10/22,花蓮縣,花蓮,23.9,22.2,66,5.3,0,950
2005/10/23,花蓮縣,花蓮,22.6,21.1,68,3.1,0,950
2005/10/24,花蓮縣,花蓮,22.9,20.4,74,3.6,0,950
2005/10/25,花蓮縣,花蓮,24.7,20.7,73,2.2,0,950
2005/10/26,花蓮縣,花蓮,25.4,22.1,74,3.6,0,950
2005/10/27,花蓮縣,花蓮,25.9,22.1,73,2.1,0,950
2005/10/28,花蓮縣,花蓮,26.2,22.9,74,2.3,0,950
2005/10/29,花蓮縣,花蓮,25.1,22.8,74,5,5.5,950
2005/10/30,花蓮縣,花蓮,23,20.6,71,5.2,3,950
2005/10/31,花蓮縣,花蓮,22.1,20,64,4,0,950
2005/11/1,花蓮縣,花蓮,23.4,20.2,70,2.3,0,950
2005/11/2,花蓮縣,花蓮,24.3,21.1,71,2,0,950
2005/11/3,花蓮縣,花蓮,25,21.4,66,2.3,0,950
2005/11/4,花蓮縣,花蓮,25,21.7,68,2.6,0,950
2005/11/5,花蓮縣,花蓮,25.4,21.5,72,3.9,0,950
2005/11/6,花蓮縣,花蓮,25.8,22.2,73,2.3,0,950
2005/11/7,花蓮縣,花蓮,25.4,22.6,75,2.3,4,950
2005/11/8,花蓮縣,花蓮,26.3,23.9,78,1.9,1,950
2005/11/9,花蓮縣,花蓮,26,23.1,78,3.2,0,950
2005/11/10,花蓮縣,花蓮,25.5,22.3,74,3.5,0,950
2005/11/11,花蓮縣,花蓮,25.8,22.7,73,2.2,0,950
2005/11/12,花蓮縣,花蓮,23.9,22.2,82,2.8,20.5,950
2005/11/13,花蓮縣,花蓮,24.9,22,82,1.9,0,950
2005/11/14,花蓮縣,花蓮,24.8,23,73,2.8,3.7,950
2005/11/15,花蓮縣,花蓮,22.9,20.7,74,5.4,1.5,950
2005/11/16,花蓮縣,花蓮,21.8,20.9,66,6.4,0,950
2005/11/17,花蓮縣,花蓮,21.3,20.3,65,5.2,0,950
2005/11/18,花蓮縣,花蓮,21.2,20.2,61,7.1,0,950
2005/11/19,花蓮縣,花蓮,21.8,20.1,55,4.8,0,950
2005/11/20,花蓮縣,花蓮,20.7,17.5,67,6.2,1.5,950
2005/11/21,花蓮縣,花蓮,19.7,17,67,6.5,2,950
2005/11/22,花蓮縣,花蓮,19.5,17.2,80,2.3,1.5,950
2005/11/23,花蓮縣,花蓮,22.3,18.9,76,4.3,0,950
2005/11/24,花蓮縣,花蓮,22.6,21.8,67,5.1,4.1,950
2005/11/25,花蓮縣,花蓮,22.1,20,68,2.1,0,950
2005/11/26,花蓮縣,花蓮,22.3,18.2,70,2.9,0,950
2005/11/27,花蓮縣,花蓮,22.9,19.8,74,3.2,21,950
2005/11/28,花蓮縣,花蓮,23.7,20.5,74,2.5,1,950
2005/11/29,花蓮縣,花蓮,21.9,20.3,63,6.2,0,950
2005/11/30,花蓮縣,花蓮,21.1,19.1,69,1.8,7.3,950
2005/12/1,花蓮縣,花蓮,21.4,17.9,73,2.1,0,950
2005/12/2,花蓮縣,花蓮,22.5,18.2,71,3.4,0,950
2005/12/3,花蓮縣,花蓮,23.1,19.5,73,2.3,0,950
2005/12/4,花蓮縣,花蓮,19.2,16.7,65,7,0,950
2005/12/5,花蓮縣,花蓮,14.9,11.8,62,5.2,T,950
2005/12/6,花蓮縣,花蓮,14.4,11.5,75,2.7,0,950
2005/12/7,花蓮縣,花蓮,17.8,14.6,74,2.3,0.5,950
2005/12/8,花蓮縣,花蓮,19,16.3,75,3.2,nan,950
2005/12/9,花蓮縣,花蓮,19.8,17.3,83,2.1,14,950
2005/12/10,花蓮縣,花蓮,21.6,18.5,78,2.5,0,950
2005/12/11,花蓮縣,花蓮,20.5,19,79,4.2,2,950
2005/12/12,花蓮縣,花蓮,17.4,16.4,63,8.4,0,950
2005/12/13,花蓮縣,花蓮,16,14.5,69,3.4,0.9,950
2005/12/14,花蓮縣,花蓮,14.9,14,79,2.3,3,950
2005/12/15,花蓮縣,花蓮,14.8,14.2,61,4.6,0.5,950
2005/12/16,花蓮縣,花蓮,16.2,14.1,55,2.6,0,950
2005/12/17,花蓮縣,花蓮,15.3,12,57,6.1,0,950
2005/12/18,花蓮縣,花蓮,15.3,13.1,54,5,0,950
2005/12/19,花蓮縣,花蓮,16.5,11.8,69,2.6,0,950
2005/12/20,花蓮縣,花蓮,18.1,15.2,77,1.8,2,950
2005/12/21,花蓮縣,花蓮,16.9,14.3,66,5.5,5,950
2005/12/22,花蓮縣,花蓮,13.6,12.3,58,2.6,0,950
2005/12/23,花蓮縣,花蓮,14.7,11.9,63,2.9,0,950
2005/12/24,花蓮縣,花蓮,16.4,11.1,64,3.3,0,950
2005/12/25,花蓮縣,花蓮,18.7,15.9,69,2.2,0,950
2005/12/26,花蓮縣,花蓮,18.5,17.3,78,3.4,3.5,950
2005/12/27,花蓮縣,花蓮,18.9,17.8,75,3.3,5.2,950
2005/12/28,花蓮縣,花蓮,19.3,17.6,81,1.7,10.5,950
2005/12/29,花蓮縣,花蓮,19.7,18.3,91,1.6,16,950
2005/12/30,花蓮縣,花蓮,21.6,19.6,87,1.6,1.5,950
2005/12/31,花蓮縣,花蓮,22,20,80,2.9,0.5,950
2006/1/1,花蓮縣,花蓮,20.9,19.2,71,4.5,0,950
2006/1/2,花蓮縣,花蓮,18.4,17,74,3.7,2,950
2006/1/3,花蓮縣,花蓮,18,16,77,2.5,6.5,950
2006/1/4,花蓮縣,花蓮,19.4,15.1,74,3,0,950
2006/1/5,花蓮縣,花蓮,17.9,16.6,70,6.7,0,950
2006/1/6,花蓮縣,花蓮,14.7,12.5,69,4.7,0.5,950
2006/1/7,花蓮縣,花蓮,12.1,11,74,3.4,1,950
2006/1/8,花蓮縣,花蓮,14.7,11.5,77,2.6,9,950
2006/1/9,花蓮縣,花蓮,17.5,14.1,71,3.6,0,950
2006/1/10,花蓮縣,花蓮,18.8,16.9,75,2.7,10.5,950
2006/1/11,花蓮縣,花蓮,18.4,16.8,90,1.6,35.5,950
