時間,縣市,觀測站名,氣溫(℃),最低氣溫(℃),相對溼度(%),風速(m/s),降水量(mm)
2019-02-25,臺北市,信義,16.7,15.2,91,1.0,1.0
2019-02-26,臺北市,信義,17.3,15.8,83,2.0,0.0
2019-02-27,臺北市,信義,20.2,17.2,82,0.1,0.0
2019-02-28,臺北市,信義,17.8,16.3,90,1.3,0.0
2019-03-1,臺北市,信義,18.3,16.7,90,1.6,0.0
2019-03-2,臺北市,信義,21.2,17.8,85,0.6,0.0
2019-03-3,臺北市,信義,18.1,16.0,93,0.6,10.0
2019-03-4,臺北市,信義,17.7,16.2,76,1.7,0.0
2019-03-5,臺北市,信義,19.0,15.6,77,1.6,0.0
2019-03-6,臺北市,信義,17.5,14.3,88,0.8,8.5
2019-03-7,臺北市,信義,12.9,11.4,91,1.9,31.5
2019-03-8,臺北市,信義,14.7,11.9,97,1.8,21.0
2019-03-9,臺北市,信義,17.6,16.0,98,0.3,39.0
2019-03-10,臺北市,信義,16.4,15.1,91,0.8,17.0
2019-03-11,臺北市,信義,16.4,15.3,76,1.1,0.0
2019-03-12,臺北市,信義,20.1,14.9,54,1.2,0.0
2019-03-13,臺北市,信義,21.0,19.1,60,1.9,0.0
2019-03-14,臺北市,信義,20.7,17.1,67,0.7,0.0
2019-03-15,臺北市,信義,17.0,14.7,70,0.8,5.0
2019-03-16,臺北市,信義,18.5,17.1,54,1.7,0.0
2019-03-17,臺北市,信義,18.9,17.0,88,0.7,1.5
2019-03-18,臺北市,信義,20.7,18.4,86,0.5,0.5
2019-03-19,臺北市,信義,20.4,18.4,82,1.3,0.0
2019-03-20,臺北市,信義,24.5,20.7,74,0.5,0.0
2019-03-21,臺北市,信義,25.6,22.0,78,0.6,0.0
2019-03-22,臺北市,信義,19.6,16.1,89,1.5,0.5
2019-03-23,臺北市,信義,15.0,13.3,87,1.5,4.0
2019-03-24,臺北市,信義,16.3,13.3,90,1.6,7.5
2019-03-25,臺北市,信義,17.9,17.1,94,0.4,16.0
2019-03-26,臺北市,信義,19.1,16.7,78,2.1,0.0
2019-03-27,臺北市,信義,22.6,18.7,76,0.3,0.0
2019-03-28,臺北市,信義,24.9,20.4,74,0.7,0.0
2019-03-29,臺北市,信義,22.5,18.2,85,1.0,15.5
2019-03-30,臺北市,信義,20.3,17.3,80,1.1,3.0
2019-03-31,臺北市,信義,18.1,15.4,78,2.7,0.5
2019-04-1,臺北市,信義,15.8,14.5,88,2.3,7.5
2019-04-2,臺北市,信義,19.0,16.2,85,1.1,0.0
2019-04-3,臺北市,信義,20.0,18.1,89,0.6,0.5
2019-04-4,臺北市,信義,23.1,20.0,83,1.0,0.0
2019-04-5,臺北市,信義,20.6,19.0,85,1.3,0.0
2019-04-6,臺北市,信義,22.9,18.5,72,0.6,0.0
2019-04-7,臺北市,信義,24.7,20.4,75,0.6,0.0
2019-04-8,臺北市,信義,26.3,21.5,72,0.3,0.0
2019-04-9,臺北市,信義,26.6,22.6,75,0.2,0.0
2019-04-10,臺北市,信義,24.4,19.0,82,1.4,0.0
2019-04-11,臺北市,信義,20.5,17.5,89,1.3,14.0
2019-04-12,臺北市,信義,18.8,17.4,81,1.8,0.0
2019-04-13,臺北市,信義,21.2,17.9,85,0.4,2.0
2019-04-14,臺北市,信義,21.9,18.1,86,0.7,4.0
2019-04-15,臺北市,信義,19.5,17.6,77,1.8,2.5
2019-04-16,臺北市,信義,19.0,17.8,95,0.5,29.0
2019-04-17,臺北市,信義,21.6,18.9,75,0.9,0.0
2019-04-18,臺北市,信義,24.7,20.0,70,0.3,0.0
2019-04-19,臺北市,信義,24.5,21.9,83,0.3,7.0
2019-04-20,臺北市,信義,24.0,22.1,88,0.5,5.0
2019-04-21,臺北市,信義,24.9,21.9,86,0.4,34.5
2019-04-22,臺北市,信義,26.3,22.3,85,0.4,40.5
2019-04-23,臺北市,信義,28.2,24.5,76,0.5,0.0
2019-04-24,臺北市,信義,28.2,24.6,78,0.5,0.0
2019-04-25,臺北市,信義,28.4,24.7,72,0.7,0.0
2019-04-26,臺北市,信義,25.6,23.6,80,1.3,0.0
2019-04-27,臺北市,信義,22.4,21.3,92,2.0,0.0
2019-04-28,臺北市,信義,25.1,22.2,82,0.8,0.0
2019-04-29,臺北市,信義,26.7,22.6,76,0.5,0.0
2019-04-30,臺北市,信義,26.8,23.6,77,0.7,0.0
2019-05-1,臺北市,信義,21.0,19.1,91,0.8,46.0
2019-05-2,臺北市,信義,19.5,17.7,82,1.4,13.0
2019-05-3,臺北市,信義,21.4,17.7,69,1.6,1.5
2019-05-4,臺北市,信義,22.2,20.1,71,1.5,0.0
2019-05-5,臺北市,信義,24.1,21.4,66,1.6,0.5
2019-05-6,臺北市,信義,20.5,18.4,87,1.5,18.5
2019-05-7,臺北市,信義,18.4,17.0,90,1.7,10.0
2019-05-8,臺北市,信義,20.8,18.4,92,1.1,1.0
2019-05-9,臺北市,信義,20.7,19.4,96,1.2,14.5
2019-05-10,臺北市,信義,21.5,19.2,87,1.8,0.5
2019-05-11,臺北市,信義,22.6,20.4,88,1.9,0.0
2019-05-12,臺北市,信義,25.6,22.3,84,1.2,0.0
2019-05-13,臺北市,信義,27.9,24.1,75,0.7,0.0
2019-05-14,臺北市,信義,26.4,23.7,82,0.9,0.0
2019-05-15,臺北市,信義,26.4,23.7,84,0.5,0.0
2019-05-16,臺北市,信義,28.4,25.3,77,0.8,0.0
2019-05-17,臺北市,信義,26.3,24.0,90,0.3,56.5
2019-05-18,臺北市,信義,28.0,24.7,82,0.8,0.0
2019-05-19,臺北市,信義,29.2,25.8,75,0.7,0.0
2019-05-20,臺北市,信義,23.8,21.4,89,0.9,59.5
2019-05-21,臺北市,信義,22.6,20.6,60,1.4,0.0
2019-05-22,臺北市,信義,23.3,20.7,66,0.7,0.0
2019-05-23,臺北市,信義,23.3,20.8,82,0.8,5.0
2019-05-24,臺北市,信義,26.3,22.9,71,1.5,0.0
2019-05-25,臺北市,信義,26.8,25.2,62,1.3,0.0
2019-05-26,臺北市,信義,27.6,24.1,67,0.3,0.0
2019-05-27,臺北市,信義,26.9,23.9,78,0.4,56.5
2019-05-28,臺北市,信義,23.7,20.8,91,0.9,30.5
2019-05-29,臺北市,信義,22.2,21.0,72,0.9,0.0
2019-05-30,臺北市,信義,25.6,21.0,77,0.7,0.5
2019-05-31,臺北市,信義,27.4,23.9,78,0.5,0.0
2019-06-1,臺北市,信義,26.3,24.3,87,0.5,43.5
2019-06-2,臺北市,信義,29.2,25.0,72,1.0,0.0
2019-06-3,臺北市,信義,28.3,25.4,75,0.5,1.5
2019-06-4,臺北市,信義,27.6,25.7,80,0.4,3.0
2019-06-5,臺北市,信義,28.8,25.3,76,0.5,0.0
2019-06-6,臺北市,信義,29.1,25.5,77,0.4,0.0
2019-06-7,臺北市,信義,29.3,26.6,74,0.4,0.0
2019-06-8,臺北市,信義,29.7,26.5,72,0.7,0.0
2019-06-9,臺北市,信義,29.9,25.6,65,0.8,0.0
2019-06-10,臺北市,信義,27.4,25.4,80,0.3,13.0
2019-06-11,臺北市,信義,24.4,22.4,97,0.5,113.0
2019-06-12,臺北市,信義,23.7,21.8,91,1.0,31.5
2019-06-13,臺北市,信義,24.3,21.8,96,0.4,41.0
2019-06-14,臺北市,信義,23.9,22.5,90,0.6,45.0
2019-06-15,臺北市,信義,25.1,22.2,66,1.1,0.0
2019-06-16,臺北市,信義,27.6,...,64,1.1,0.0
2019-06-17,臺北市,信義,28.5,25.3,72,0.3,0.0
2019-06-18,臺北市,信義,28.9,25.5,78,0.3,0.0
2019-06-19,臺北市,信義,30.7,26.3,70,1.0,0.0
2019-06-20,臺北市,信義,31.0,27.1,68,0.9,0.0
2019-06-21,臺北市,信義,31.4,27.2,63,1.1,0.0
2019-06-22,臺北市,信義,29.2,26.4,71,0.6,3.0
2019-06-23,臺北市,信義,25.9,24.0,93,0.5,48.0
2019-06-24,臺北市,信義,24.8,23.6,94,1.0,7.0
2019-06-25,臺北市,信義,27.0,24.3,83,0.7,17.0
2019-06-26,臺北市,信義,27.5,24.4,81,0.5,4.0
2019-06-27,臺北市,信義,27.7,25.0,84,0.3,25.5
2019-06-28,臺北市,信義,30.1,28.6,73,0.4,0.0
2019-06-29,臺北市,信義,30.4,27.5,75,0.1,0.0
2019-06-30,臺北市,信義,30.7,27.5,74,0.2,0.0
2019-07-1,臺北市,信義,30.7,28.2,71,0.6,0.0
2019-07-2,臺北市,信義,28.8,25.3,84,0.9,127.5
2019-07-3,臺北市,信義,28.4,25.2,83,0.2,11.5
2019-07-4,臺北市,信義,29.9,26.7,73,0.2,0.0
2019-07-5,臺北市,信義,30.8,26.9,61,1.1,0.0
2019-07-6,臺北市,信義,30.0,26.7,66,0.8,0.0
2019-07-7,臺北市,信義,31.1,27.1,64,0.7,0.0
2019-07-8,臺北市,信義,30.4,27.0,70,0.4,0.0
2019-07-9,臺北市,信義,30.5,26.5,66,0.6,0.0
2019-07-10,臺北市,信義,30.6,27.0,67,0.7,0.0
2019-07-11,臺北市,信義,29.6,27.6,76,0.6,0.5
2019-07-12,臺北市,信義,28.7,26.0,78,0.3,27.0
2019-07-13,臺北市,信義,30.6,25.5,68,0.8,0.0
2019-07-14,臺北市,信義,30.3,27.1,69,0.7,0.0
2019-07-15,臺北市,信義,30.4,27.2,70,0.5,0.0
2019-07-16,臺北市,信義,30.6,26.6,68,1.3,0.0
2019-07-17,臺北市,信義,29.5,26.7,81,2.0,5.0
2019-07-18,臺北市,信義,28.6,26.3,85,0.8,9.5
2019-07-19,臺北市,信義,29.9,25.3,76,0.6,22.0
2019-07-20,臺北市,信義,29.5,26.4,79,0.3,21.0
2019-07-21,臺北市,信義,29.0,26.3,80,0.3,0.5
2019-07-22,臺北市,信義,27.7,24.1,84,0.4,94.0
2019-07-23,臺北市,信義,27.7,24.7,81,0.1,18.0
2019-07-24,臺北市,信義,28.9,25.6,79,0.3,7.0
2019-07-25,臺北市,信義,29.8,26.3,78,0.3,0.0
2019-07-26,臺北市,信義,29.5,25.5,76,0.3,53.0
2019-07-27,臺北市,信義,29.2,26.1,76,0.4,4.5
2019-07-28,臺北市,信義,29.6,26.4,73,0.7,0.0
2019-07-29,臺北市,信義,30.5,26.7,69,0.6,0.0
2019-07-30,臺北市,信義,30.1,27.7,68,0.8,0.0
2019-07-31,臺北市,信義,30.9,28.0,62,1.4,0.0
2019-08-1,臺北市,信義,30.9,28.2,63,1.1,0.0
2019-08-2,臺北市,信義,29.9,27.2,68,1.3,0.0
2019-08-3,臺北市,信義,29.1,26.2,74,0.8,0.0
2019-08-4,臺北市,信義,30.6,27.4,73,1.4,0.0
2019-08-5,臺北市,信義,29.6,27.1,80,1.3,3.5
2019-08-6,臺北市,信義,29.7,27.2,74,1.1,0.0
2019-08-7,臺北市,信義,28.9,27.3,83,0.9,11.0
2019-08-8,臺北市,信義,29.0,25.7,84,0.6,28.0
2019-08-9,臺北市,信義,28.4,25.9,81,2.3,58.5
2019-08-10,臺北市,信義,32.3,27.6,64,1.6,2.0
2019-08-11,臺北市,信義,31.6,27.9,67,1.1,0.0
2019-08-12,臺北市,信義,30.1,28.0,73,0.5,0.0
2019-08-13,臺北市,信義,31.1,26.7,64,0.7,0.0
2019-08-14,臺北市,信義,31.2,26.3,66,0.9,0.0
2019-08-15,臺北市,信義,30.9,28.4,67,0.7,0.0
2019-08-16,臺北市,信義,30.5,27.2,68,0.8,0.0
2019-08-17,臺北市,信義,31.5,27.0,62,1.2,0.0
2019-08-18,臺北市,信義,28.2,25.8,79,0.6,14.5
2019-08-19,臺北市,信義,27.1,25.4,84,0.3,6.0
2019-08-20,臺北市,信義,27.7,24.2,79,0.5,1.0
2019-08-21,臺北市,信義,27.6,24.9,84,0.4,64.0
2019-08-22,臺北市,信義,29.7,25.4,73,0.8,0.0
2019-08-23,臺北市,信義,29.4,26.8,77,1.8,0.5
2019-08-24,臺北市,信義,28.3,26.2,78,3.4,24.5
2019-08-25,臺北市,信義,30.1,27.5,72,0.7,0.0
2019-08-26,臺北市,信義,30.1,26.8,72,0.3,0.0
2019-08-27,臺北市,信義,30.4,26.8,65,1.0,0.0
2019-08-28,臺北市,信義,30.8,28.5,64,1.6,0.0
2019-08-29,臺北市,信義,31.0,28.1,69,0.8,0.0
2019-08-30,臺北市,信義,28.3,26.2,82,0.6,1.0
2019-08-31,臺北市,信義,29.7,26.2,72,1.8,0.0
2019-09-1,臺北市,信義,30.5,28.8,64,2.0,0.0
2019-09-2,臺北市,信義,30.5,27.6,66,1.1,0.0
2019-09-3,臺北市,信義,29.5,27.1,69,1.5,0.0
2019-09-4,臺北市,信義,26.5,25.3,89,0.5,13.5
2019-09-5,臺北市,信義,25.9,24.6,91,0.3,50.0
2019-09-6,臺北市,信義,28.5,24.4,76,0.8,8.5
2019-09-7,臺北市,信義,28.8,26.1,75,0.4,0.0
2019-09-8,臺北市,信義,27.5,25.0,77,0.5,0.0
2019-09-9,臺北市,信義,28.3,23.5,67,0.4,0.0
2019-09-10,臺北市,信義,29.5,25.5,65,1.0,0.0
2019-09-11,臺北市,信義,30.1,26.8,69,1.4,0.0
2019-09-12,臺北市,信義,29.3,26.3,76,1.4,0.0
2019-09-13,臺北市,信義,28.9,26.7,76,0.9,0.0
2019-09-14,臺北市,信義,28.4,25.4,74,0.6,0.0
2019-09-15,臺北市,信義,26.2,24.0,86,0.2,18.0
2019-09-16,臺北市,信義,26.6,25.1,80,0.4,1.5
2019-09-17,臺北市,信義,26.4,24.9,78,0.5,1.0
2019-09-18,臺北市,信義,26.1,24.5,74,0.6,4.0
2019-09-19,臺北市,信義,25.3,23.2,70,0.5,1.0
2019-09-20,臺北市,信義,22.3,19.4,92,0.6,33.5
2019-09-21,臺北市,信義,21.1,19.4,92,1.1,34.5
2019-09-22,臺北市,信義,23.6,20.7,74,0.4,0.0
2019-09-23,臺北市,信義,24.3,21.6,72,0.3,0.0
2019-09-24,臺北市,信義,24.3,23.1,70,0.9,0.0
2019-09-25,臺北市,信義,24.9,23.0,64,1.3,0.0
2019-09-26,臺北市,信義,24.8,23.4,85,1.2,2.5
2019-09-27,臺北市,信義,24.4,23.3,94,1.1,48.5
2019-09-28,臺北市,信義,24.8,23.1,97,0.8,187.5
2019-09-29,臺北市,信義,26.4,24.1,92,1.4,36.5
2019-09-30,臺北市,信義,24.8,22.5,91,2.0,120.0
2019-10-1,臺北市,信義,27.1,22.2,72,1.6,11.5
2019-10-2,臺北市,信義,28.0,23.6,73,0.6,0.0
2019-10-3,臺北市,信義,27.6,24.2,75,0.4,0.0
2019-10-4,臺北市,信義,27.1,23.5,73,0.4,0.0
2019-10-5,臺北市,信義,27.6,24.1,70,1.3,0.0
2019-10-6,臺北市,信義,26.9,25.1,74,2.0,0.0
2019-10-7,臺北市,信義,27.0,24.8,76,1.7,0.0
2019-10-8,臺北市,信義,26.2,24.0,77,1.5,3.5
2019-10-9,臺北市,信義,25.2,...,79,1.3,2.0
2019-10-10,臺北市,信義,24.8,22.3,70,1.1,0.0
2019-10-11,臺北市,信義,25.0,21.7,73,0.7,0.0
2019-10-12,臺北市,信義,25.6,22.5,77,1.0,0.0
2019-10-13,臺北市,信義,25.1,23.8,75,0.9,0.0
2019-10-14,臺北市,信義,24.4,21.4,68,0.8,0.5
2019-10-15,臺北市,信義,23.2,21.3,66,1.0,0.5
2019-10-16,臺北市,信義,22.6,21.1,78,0.7,0.0
2019-10-17,臺北市,信義,23.4,22.0,69,0.8,0.0
2019-10-18,臺北市,信義,22.8,19.8,71,0.4,0.5
2019-10-19,臺北市,信義,22.2,20.7,83,0.5,1.5
2019-10-20,臺北市,信義,22.9,20.9,69,0.5,0.0
2019-10-21,臺北市,信義,22.6,21.0,68,0.5,0.0
2019-10-22,臺北市,信義,23.2,19.9,66,0.9,0.0
2019-10-23,臺北市,信義,23.8,21.9,72,0.8,0.0
2019-10-24,臺北市,信義,23.8,22.0,69,0.9,0.0
2019-10-25,臺北市,信義,23.9,21.5,67,1.1,0.0
2019-10-26,臺北市,信義,23.2,21.3,69,1.7,0.0
2019-10-27,臺北市,信義,23.5,21.9,78,1.4,0.0
2019-10-28,臺北市,信義,23.8,21.9,81,1.0,0.0
2019-10-29,臺北市,信義,21.6,20.8,88,0.9,0.5
2019-10-30,臺北市,信義,21.9,20.7,85,1.7,0.0
2019-10-31,臺北市,信義,22.5,21.1,95,1.6,10.5
2019-11-1,臺北市,信義,23.4,22.3,81,2.3,0.0
2019-11-2,臺北市,信義,23.5,22.3,77,2.1,0.0
2019-11-3,臺北市,信義,23.2,21.8,84,1.0,0.0
2019-11-4,臺北市,信義,22.4,21.7,72,0.7,0.0
2019-11-5,臺北市,信義,21.3,19.8,77,1.5,2.0
2019-11-6,臺北市,信義,22.5,...,67,2.0,0.0
2019-11-7,臺北市,信義,23.0,20.7,70,1.5,0.0
2019-11-8,臺北市,信義,21.5,19.1,72,1.1,3.5
2019-11-9,臺北市,信義,20.7,18.9,60,1.2,0.0
2019-11-10,臺北市,信義,21.4,17.6,60,0.9,0.0
2019-11-11,臺北市,信義,20.6,16.6,67,1.0,0.0
2019-11-12,臺北市,信義,22.3,18.4,63,1.7,0.0
2019-11-13,臺北市,信義,23.2,19.1,66,0.8,0.0
2019-11-14,臺北市,信義,20.4,18.8,69,1.2,0.5
2019-11-15,臺北市,信義,20.9,18.0,67,1.8,0.0
2019-11-16,臺北市,信義,22.8,19.0,64,1.5,0.0
2019-11-17,臺北市,信義,23.3,18.2,71,0.4,0.0
2019-11-18,臺北市,信義,20.9,16.9,89,0.8,1.0
2019-11-19,臺北市,信義,17.3,15.6,85,1.7,1.5
2019-11-20,臺北市,信義,17.8,15.7,86,2.4,1.0
2019-11-21,臺北市,信義,19.8,...,92,1.4,10.0
2019-11-22,臺北市,信義,21.2,...,98,0.5,11.0
2019-11-23,臺北市,信義,23.2,20.6,89,0.4,0.0
2019-11-24,臺北市,信義,22.9,20.8,83,1.0,0.0
2019-11-25,臺北市,信義,20.8,17.3,85,1.5,5.5
2019-11-26,臺北市,信義,19.3,...,84,2.5,0.0
2019-11-27,臺北市,信義,19.3,17.7,90,2.1,0.5
2019-11-28,臺北市,信義,17.2,14.3,86,1.1,4.0
2019-11-29,臺北市,信義,18.2,15.0,76,1.5,1.5
2019-11-30,臺北市,信義,20.7,17.0,80,1.5,0.0
2019-12-1,臺北市,信義,21.5,17.2,74,0.4,0.0
2019-12-2,臺北市,信義,16.0,14.2,71,0.6,0.0
2019-12-3,臺北市,信義,16.5,14.2,57,1.5,0.0
2019-12-4,臺北市,信義,17.0,14.2,60,1.4,0.5
2019-12-5,臺北市,信義,15.0,13.6,92,1.1,46.5
2019-12-6,臺北市,信義,15.0,12.9,92,0.9,59.0
2019-12-7,臺北市,信義,14.5,...,73,0.6,4.5
2019-12-8,臺北市,信義,16.3,12.5,55,0.8,0.0
2019-12-9,臺北市,信義,18.3,15.9,65,1.3,0.0
2019-12-10,臺北市,信義,19.7,16.6,70,0.5,0.0
2019-12-11,臺北市,信義,19.3,17.9,76,0.9,0.0
2019-12-12,臺北市,信義,18.4,...,62,1.8,0.0
2019-12-13,臺北市,信義,19.6,17.2,76,1.4,0.0
2019-12-14,臺北市,信義,19.6,18.6,81,2.0,0.0
2019-12-15,臺北市,信義,21.6,18.9,69,1.4,0.0
2019-12-16,臺北市,信義,22.0,18.1,68,0.4,0.0
2019-12-17,臺北市,信義,22.6,...,70,0.2,0.0
2019-12-18,臺北市,信義,19.9,18.3,92,1.2,0.5
2019-12-19,臺北市,信義,18.3,16.0,93,1.5,0.0
2019-12-20,臺北市,信義,17.6,15.6,95,1.6,8.5
2019-12-21,臺北市,信義,19.5,17.9,94,0.5,1.0
2019-12-22,臺北市,信義,19.0,17.3,86,0.9,0.0
2019-12-23,臺北市,信義,19.1,17.3,84,1.3,0.0
2019-12-24,臺北市,信義,19.2,16.9,85,0.7,0.0
2019-12-25,臺北市,信義,20.1,17.7,84,1.1,0.0
2019-12-26,臺北市,信義,18.8,15.4,83,0.7,0.0
2019-12-27,臺北市,信義,14.9,...,73,1.6,0.0
2019-12-28,臺北市,信義,18.4,15.3,72,2.4,0.0
2019-12-29,臺北市,信義,19.2,18.0,86,0.4,16.5
2019-12-30,臺北市,信義,19.8,17.1,91,0.6,15.0
2019-12-31,臺北市,信義,14.7,12.6,90,1.7,0.5
2019-01-1,臺北市,內湖,15.7,14.6,98,2.1,3.5
2019-01-2,臺北市,內湖,16.6,15.2,99,2.0,7.0
2019-01-3,臺北市,內湖,18.1,15.9,99,1.9,7.5
2019-01-4,臺北市,內湖,22.1,18.6,89,1.3,0.0
2019-01-5,臺北市,內湖,19.5,18.4,96,0.6,8.0
2019-01-6,臺北市,內湖,17.8,16.2,98,1.2,3.5
2019-01-7,臺北市,內湖,20.1,17.1,93,1.7,0.0
2019-01-8,臺北市,內湖,19.5,17.2,96,1.6,0.0
2019-01-9,臺北市,內湖,18.2,19.8,96,2.4,0.5
2019-01-10,臺北市,內湖,23.1,19.5,88,0.9,0.0
2019-01-11,臺北市,內湖,21.8,20.0,96,0.5,0.0
2019-01-12,臺北市,內湖,19.1,17.6,97,1.3,0.0
2019-01-13,臺北市,內湖,18.3,17.2,94,1.5,0.0
2019-01-14,臺北市,內湖,19.3,16.7,83,1.9,0.0
2019-01-15,臺北市,內湖,20.4,17.2,92,1.0,1.0
2019-01-16,臺北市,內湖,16.1,14.5,99,1.8,12.0
2019-01-17,臺北市,內湖,15.3,13.7,93,1.3,3.0
2019-01-18,臺北市,內湖,17.6,13.5,60,2.0,0.0
2019-01-19,臺北市,內湖,18.9,15.0,70,0.5,0.0
2019-01-20,臺北市,內湖,17.7,14.2,91,1.6,0.5
2019-01-21,臺北市,內湖,14.7,13.8,96,1.3,1.0
2019-01-22,臺北市,內湖,14.0,11.8,78,0.5,0.0
2019-01-23,臺北市,內湖,15.5,11.2,63,1.5,0.0
2019-01-24,臺北市,內湖,17.4,15.9,64,2.0,0.0
2019-01-25,臺北市,內湖,18.6,16.8,73,1.5,0.0
2019-01-26,臺北市,內湖,14.7,13.0,60,2.0,0.0
2019-01-27,臺北市,內湖,15.0,14.0,64,1.6,0.0
2019-01-28,臺北市,內湖,17.8,13.0,68,1.5,0.0
2019-01-29,臺北市,內湖,19.6,16.4,71,1.7,0.0
2019-01-30,臺北市,內湖,20.7,15.8,65,0.5,0.0
2019-01-31,臺北市,內湖,19.4,14.2,73,1.4,0.0
2019-02-1,臺北市,內湖,14.5,13.3,84,2.0,0.0
2019-02-2,臺北市,內湖,20.4,16.7,72,0.8,0.0
2019-02-3,臺北市,內湖,21.7,16.8,76,0.5,0.0
2019-02-4,臺北市,內湖,17.9,16.5,90,1.4,0.0
2019-02-5,臺北市,內湖,18.0,16.5,92,0.8,0.0
2019-02-6,臺北市,內湖,20.8,16.5,81,0.9,0.0
2019-02-7,臺北市,內湖,21.6,16.5,77,1.2,0.0
2019-02-8,臺北市,內湖,16.6,15.6,88,1.3,0.0
2019-02-9,臺北市,內湖,15.9,14.6,94,1.2,0.0
2019-02-10,臺北市,內湖,16.6,15.0,93,1.3,0.0
2019-02-11,臺北市,內湖,16.4,15.0,90,1.9,0.0
2019-02-12,臺北市,內湖,20.6,16.4,90,1.8,0.0
2019-02-13,臺北市,內湖,18.4,16.8,95,1.4,0.0
2019-02-14,臺北市,內湖,18.6,17.8,97,1.2,0.0
2019-02-15,臺北市,內湖,20.4,17.9,92,0.9,0.0
2019-02-16,臺北市,內湖,17.4,15.6,95,1.8,0.0
2019-02-17,臺北市,內湖,16.3,14.6,95,2.0,0.0
2019-02-18,臺北市,內湖,19.9,16.8,98,1.0,2.0
2019-02-19,臺北市,內湖,20.3,16.2,93,1.0,0.0
2019-02-20,臺北市,內湖,22.3,18.9,92,0.9,0.0
2019-02-21,臺北市,內湖,20.6,18.9,96,1.8,0.0
2019-02-22,臺北市,內湖,17.2,14.5,98,1.0,3.0
2019-02-23,臺北市,內湖,13.9,12.7,95,1.7,2.5
